,predicted_demand_raw,predicted_demand_quantile,surge_multiplier_unlimited,surge_multiplier
2025-10-02 11:00:00,106.02606333541758,1,1.0800217429510226,1.0800217429510226
2025-10-02 12:00:00,77.99546592739033,0,0.8473663522766197,1.0
2025-10-02 13:00:00,113.75795710917562,2,1.1441968563245075,1.1441968563245075
2025-10-02 14:00:00,83.82713140555872,1,0.895769473706959,1.0
2025-10-02 15:00:00,78.22500172005853,0,0.8492715110836057,1.0
2025-10-02 16:00:00,128.4625197182331,2,1.2662454772906369,1.2662454772906369
2025-10-02 17:00:00,104.68498905184751,1,1.0688907578769036,1.0688907578769036
2025-10-02 18:00:00,88.1722280085084,1,0.9318339975186342,1.0
2025-10-02 19:00:00,95.86836654169792,1,0.9957123405685318,1.0
2025-10-02 20:00:00,131.23049788223628,2,1.2892198374781922,1.2892198374781922
2025-10-02 21:00:00,76.46179043864622,0,0.8346367673588423,1.0
2025-10-02 22:00:00,111.85981148024975,2,1.1284421506210824,1.1284421506210824
2025-10-02 23:00:00,141.78849513000623,2,1.3768517540821439,1.3768517540821439
2025-10-03 00:00:00,92.22663464851094,1,0.9654857797854135,1.0
2025-10-03 01:00:00,128.51514236008228,2,1.266682247906672,1.266682247906672
2025-10-03 02:00:00,140.96694829122927,2,1.3700328733444027,1.3700328733444027
2025-10-03 03:00:00,119.85230031567913,2,1.1947802163212131,1.1947802163212131
2025-10-03 04:00:00,110.36363846622892,2,1.1160238381596495,1.1160238381596495
2025-10-03 05:00:00,56.773473459842215,0,0.6712227304852165,1.0
2025-10-03 06:00:00,87.10032009935136,1,0.9229371071048574,1.0
2025-10-03 07:00:00,88.32981469174517,1,0.9331419750411908,1.0
2025-10-03 08:00:00,79.1173360956356,0,0.856677931993587,1.0
2025-10-03 09:00:00,142.5250438660645,2,1.3829651462244499,1.3829651462244499
2025-10-03 10:00:00,98.08713955590203,1,1.0141282699518153,1.0141282699518153
2025-10-03 11:00:00,111.6892491401069,2,1.1270264744832306,1.1270264744832306
2025-10-03 12:00:00,105.4786238300793,1,1.0754779670859886,1.0754779670859886
2025-10-03 13:00:00,71.01518054941207,0,0.7894296269905835,1.0
2025-10-03 14:00:00,95.25489829144864,1,0.9906205227470816,1.0
2025-10-03 15:00:00,104.53695773078455,1,1.0676620903486087,1.0676620903486087
2025-10-03 16:00:00,64.82116695484116,0,0.7380189976803866,1.0
2025-10-03 17:00:00,110.49409785622282,2,1.1171066577622557,1.1171066577622557
2025-10-03 18:00:00,103.58919034980518,1,1.0597955726615094,1.0597955726615094
2025-10-03 19:00:00,117.17452457068175,2,1.172554540820184,1.172554540820184
2025-10-03 20:00:00,113.60762326801684,2,1.142949077761773,1.142949077761773
2025-10-03 21:00:00,110.32873852354214,2,1.115734166852181,1.115734166852181
2025-10-03 22:00:00,151.43186931903927,2,1.4568922525670756,1.4568922525670756
2025-10-03 23:00:00,104.06928783904651,1,1.0637804063521838,1.0637804063521838
2025-10-04 00:00:00,92.49596533456634,1,0.9677212382407827,1.0
2025-10-04 01:00:00,78.61075424238263,0,0.8524732767284309,1.0
2025-10-04 02:00:00,92.8409626814299,1,0.9705847338469517,1.0
2025-10-04 03:00:00,103.63450690120912,1,1.0601717023535537,1.0601717023535537
2025-10-04 04:00:00,90.7170364769042,1,0.9529560378300762,1.0
2025-10-04 05:00:00,116.05647299957414,2,1.1632746556545657,1.1632746556545657
2025-10-04 06:00:00,127.00304942937223,2,1.2541317993233108,1.2541317993233108
2025-10-04 07:00:00,110.46304621965467,2,1.1168489275921962,1.1168489275921962
2025-10-04 08:00:00,97.08151504145854,1,1.0057815351008268,1.0057815351008268
2025-10-04 09:00:00,97.90719007970644,1,1.0126346801051018,1.0126346801051018
2025-10-04 10:00:00,123.90363542865099,2,1.228406504756702,1.228406504756702
2025-10-04 11:00:00,119.06477089676379,2,1.1882436819064004,1.1882436819064004
2025-10-04 12:00:00,89.31644955065697,1,0.9413310947810138,1.0
2025-10-04 13:00:00,81.27408345502816,0,0.8745790452728126,1.0
2025-10-04 14:00:00,112.26437862720458,2,1.1318000786116522,1.1318000786116522
2025-10-04 15:00:00,92.99107279296958,1,0.9718306554424164,1.0
2025-10-04 16:00:00,140.7302875502034,2,1.368068577102008,1.368068577102008
2025-10-04 17:00:00,89.30819112649183,1,0.9412625494384895,1.0
2025-10-04 18:00:00,81.08564941680953,0,0.8730150331278002,1.0
2025-10-04 19:00:00,82.71594026280833,0,0.8865465304472305,1.0
2025-10-04 20:00:00,115.01303298128052,2,1.154614050189486,1.154614050189486
2025-10-04 21:00:00,89.77233057181876,1,0.9451149305493185,1.0
2025-10-04 22:00:00,82.80301082075756,0,0.8872692205269688,1.0
2025-10-04 23:00:00,143.5616980342368,2,1.3915694287868081,1.3915694287868081
2025-10-05 00:00:00,71.05511701753383,0,0.7897611017164973,1.0
2025-10-05 01:00:00,78.8770315101929,0,0.854683391656355,1.0
2025-10-05 02:00:00,79.02431052898471,0,0.8559058150373615,1.0
2025-10-05 03:00:00,57.763716000802646,0,0.6794417941703731,1.0
2025-10-05 04:00:00,85.77939271853617,1,0.9119733423529843,1.0
2025-10-05 05:00:00,86.94654674064701,1,0.9216607803707568,1.0
2025-10-05 06:00:00,110.41969836735994,2,1.1164891382033464,1.1164891382033464
2025-10-05 07:00:00,104.71812423597454,1,1.0691657815981581,1.0691657815981581
2025-10-05 08:00:00,76.5190300556908,0,0.8351118591048978,1.0
2025-10-05 09:00:00,90.43332122203684,1,0.9506011867186064,1.0
2025-10-05 10:00:00,108.34984153722377,2,1.09930922075651,1.09930922075651
2025-10-05 11:00:00,114.97402989885374,2,1.1542903226125307,1.1542903226125307
2025-10-05 12:00:00,82.69241002472775,0,0.8863512282689141,1.0
2025-10-05 13:00:00,124.69765868566229,2,1.2349969383595059,1.2349969383595059
2025-10-05 14:00:00,88.19712705719554,1,0.9320406608949228,1.0
2025-10-05 15:00:00,74.51582355114816,0,0.8184851427659016,1.0
2025-10-05 16:00:00,151.9609757775448,2,1.461283863206694,1.461283863206694
2025-10-05 17:00:00,103.62099905956883,1,1.060059586577773,1.060059586577773
2025-10-05 18:00:00,120.90911439933912,2,1.2035518272121646,1.2035518272121646
2025-10-05 19:00:00,111.86727242878732,2,1.128504076875152,1.128504076875152
2025-10-05 20:00:00,78.25268483884196,0,0.8495012823839418,1.0
2025-10-05 21:00:00,118.03249965221049,2,1.1796757778340197,1.1796757778340197
2025-10-05 22:00:00,104.23089593608704,1,1.0651217618147806,1.0651217618147806
2025-10-05 23:00:00,67.19752700677878,0,0.7577429075285678,1.0
2025-10-06 00:00:00,124.81097094610483,2,1.2359374359107251,1.2359374359107251
2025-10-06 01:00:00,81.01598148011634,0,0.8724367856936519,1.0
2025-10-06 02:00:00,102.24076266932235,1,1.048603554017302,1.048603554017302
2025-10-06 03:00:00,103.37626647838763,1,1.0580282936496688,1.0580282936496688
2025-10-06 04:00:00,80.45606437523102,0,0.8677894451148503,1.0
2025-10-06 05:00:00,114.16441282925153,2,1.1475704595684764,1.1475704595684764
2025-10-06 06:00:00,106.78773050647612,1,1.0863436193872253,1.0863436193872253
2025-10-06 07:00:00,85.11052573410797,1,0.9064217122073212,1.0
2025-10-06 08:00:00,47.431347440961,0,0.5936826072044377,1.0
2025-10-06 09:00:00,90.85956567539726,1,0.954139037459917,1.0
2025-10-06 10:00:00,77.57890719886626,0,0.8439088935463308,1.0
2025-10-06 11:00:00,98.80108628083964,1,1.0200540642469986,1.0200540642469986
2025-10-06 12:00:00,71.91433267381964,0,0.7968926355642023,1.0
2025-10-06 13:00:00,84.43372617275699,1,0.9008042412678939,1.0
2025-10-06 14:00:00,65.38665714428015,0,0.7427125951457332,1.0
2025-10-06 15:00:00,69.6559625256831,0,0.7781480479461143,1.0
2025-10-06 16:00:00,125.99375538091189,2,1.2457546071524923,1.2457546071524923
2025-10-06 17:00:00,58.15896028952696,0,0.6827223419612899,1.0
2025-10-06 18:00:00,85.05121468880738,1,0.9059294275009037,1.0
2025-10-06 19:00:00,75.80093739376363,0,0.8291516533208697,1.0
2025-10-06 20:00:00,139.70965720340476,2,1.359597293075768,1.359597293075768
2025-10-06 21:00:00,103.18707677023401,1,1.056458009405586,1.056458009405586
2025-10-06 22:00:00,130.2756024436598,2,1.2812941565488378,1.2812941565488378
2025-10-06 23:00:00,77.68632934519381,0,0.8448005028494476,1.0
2025-10-07 00:00:00,113.7395510490924,2,1.1440440850853826,1.1440440850853826
2025-10-07 01:00:00,103.55716148036875,1,1.0595297314087124,1.0595297314087124
2025-10-07 02:00:00,78.49019666095704,0,0.851472642642862,1.0
2025-10-07 03:00:00,83.99381472765566,1,0.8971529537968362,1.0
2025-10-07 04:00:00,119.50613364082325,2,1.1919070152329627,1.1919070152329627
2025-10-07 05:00:00,105.37493745067026,1,1.0746173648391697,1.0746173648391697
2025-10-07 06:00:00,75.60807985922133,0,0.8275509259303578,1.0
2025-10-07 07:00:00,73.09933896257898,0,0.8067282483072962,1.0
2025-10-07 08:00:00,85.70769036151341,1,0.9113782091261546,1.0
2025-10-07 09:00:00,69.00833458393569,0,0.7727727029398836,1.0
2025-10-07 10:00:00,90.80489483765703,1,0.9536852667133361,1.0
2025-10-07 11:00:00,97.78141920598752,1,1.0115907754271318,1.0115907754271318
2025-10-07 12:00:00,128.0048160948679,2,1.2624465138309202,1.2624465138309202
2025-10-07 13:00:00,78.73876135275164,0,0.8535357422848544,1.0
2025-10-07 14:00:00,43.88186453027914,0,0.5642217176894565,1.0
2025-10-07 15:00:00,108.82477889707543,2,1.1032512251096003,1.1032512251096003
2025-10-07 16:00:00,69.82516422164161,0,0.7795524306677157,1.0
2025-10-07 17:00:00,83.25301492386353,1,0.8910042775751364,1.0
2025-10-07 18:00:00,93.92361532770998,1,0.9795708061278383,1.0
2025-10-07 19:00:00,133.84883567659972,2,1.3109521749520532,1.3109521749520532
2025-10-07 20:00:00,66.20195803345139,0,0.749479634182618,1.0
2025-10-07 21:00:00,80.25940103134785,0,0.8661571293123562,1.0
2025-10-07 22:00:00,121.40491553639535,2,1.2076670019820608,1.2076670019820608
2025-10-07 23:00:00,102.23042300746725,1,1.0485177342956127,1.0485177342956127
2025-10-08 00:00:00,91.33012458290641,1,0.9580447004348527,1.0
2025-10-08 01:00:00,65.97750378363745,0,0.7476166524409575,1.0
2025-10-08 02:00:00,108.23520561248871,2,1.0983577367240323,1.0983577367240323
2025-10-08 03:00:00,75.10833227873438,0,0.8234029954783482,1.0
2025-10-08 04:00:00,75.39724231879407,0,0.8258009635723352,1.0
2025-10-08 05:00:00,84.44314459677656,1,0.9008824146684788,1.0
2025-10-08 06:00:00,87.29317194828302,1,0.9245377873045104,1.0
2025-10-08 07:00:00,72.73623605853003,0,0.8037144756514082,1.0
2025-10-08 08:00:00,104.38351417996827,1,1.0663885010368304,1.0663885010368304
2025-10-08 09:00:00,124.31629462807507,2,1.2318315971962197,1.2318315971962197
2025-10-08 10:00:00,109.69714941618635,2,1.1104919449908845,1.1104919449908845
2025-10-08 11:00:00,81.66104413911563,0,0.8777908387220034,1.0
2025-10-08 12:00:00,67.07763621897443,0,0.7567478078641241,1.0
2025-10-08 13:00:00,88.75037319241197,1,0.9366326320846278,1.0
2025-10-08 14:00:00,130.26617809289658,2,1.2812159339559779,1.2812159339559779
2025-10-08 15:00:00,53.88717868312905,0,0.6472663363669311,1.0
2025-10-08 16:00:00,109.61016628887495,2,1.1097699805899075,1.1097699805899075
2025-10-08 17:00:00,75.22786442666502,0,0.8243951184135159,1.0
2025-10-08 18:00:00,82.28246613611229,0,0.8829486730478434,1.0
2025-10-08 19:00:00,72.67728434706687,0,0.8032251734342011,1.0
2025-10-08 20:00:00,109.99385478585364,2,1.112954614718907,1.112954614718907
2025-10-08 21:00:00,75.93029721831415,0,0.830225346474115,1.0
2025-10-08 22:00:00,110.16980872061633,2,1.1144150413675804,1.1144150413675804
2025-10-08 23:00:00,86.17496719553321,1,0.9152566307234353,1.0
2025-10-09 00:00:00,112.83973024413189,2,1.136575526429009,1.136575526429009
2025-10-09 01:00:00,110.17738410448713,2,1.1144779174407626,1.1144779174407626
2025-10-09 02:00:00,110.65511142303733,2,1.1184430785936,1.1184430785936
2025-10-09 03:00:00,97.87846990086025,1,1.0123963011532575,1.0123963011532575
2025-10-09 04:00:00,121.12972649584711,2,1.2053829188850758,1.2053829188850758
2025-10-09 05:00:00,91.1054319445612,1,0.9561797400562024,1.0
2025-10-09 06:00:00,76.11213952272841,0,0.831734646891755,1.0
2025-10-09 07:00:00,145.3186330205526,2,1.406152078941591,1.406152078941591
2025-10-09 08:00:00,77.25787908819223,0,0.8412443438252126,1.0
2025-10-09 09:00:00,75.84567721275431,0,0.8295229961044166,1.0
2025-10-09 10:00:00,83.17175855787742,1,0.8903298455857609,1.0
2025-10-09 11:00:00,71.97202384472976,0,0.7973714752304134,1.0
2025-10-09 12:00:00,139.17583340105688,2,1.3551665282412313,1.3551665282412313
2025-10-09 13:00:00,96.72113489920736,1,1.0027903615069762,1.0027903615069762
2025-10-09 14:00:00,77.84033203703919,0,0.8460787330603362,1.0
2025-10-09 15:00:00,142.65784710283214,2,1.384067419875034,1.384067419875034
2025-10-09 16:00:00,125.64970809159742,2,1.2428989970725228,1.2428989970725228
2025-10-09 17:00:00,74.61594378508468,0,0.8193161458230909,1.0
2025-10-09 18:00:00,76.30764883015762,0,0.8333573841327171,1.0
2025-10-09 19:00:00,65.05151599505056,0,0.7399309064835162,1.0
2025-10-09 20:00:00,87.93997337922609,1,0.9299062722288357,1.0
2025-10-09 21:00:00,106.842969736694,1,1.0868021078204122,1.0868021078204122
2025-10-09 22:00:00,112.67647972098878,2,1.135220538745843,1.135220538745843
2025-10-09 23:00:00,43.89598156987832,0,0.5643388898394219,1.0
2025-10-10 00:00:00,82.3582388823757,0,0.883577590713342,1.0
2025-10-10 01:00:00,86.79350046316566,1,0.9203904884479563,1.0
2025-10-10 02:00:00,95.83167466243225,1,0.9954077960959017,1.0
2025-10-10 03:00:00,92.66800573415927,1,0.9691491823475897,1.0
2025-10-10 04:00:00,89.52862820900549,1,0.9430921884863057,1.0
2025-10-10 05:00:00,73.67664612463392,0,0.8115199272491285,1.0
2025-10-10 06:00:00,72.58070673664021,0,0.8024235743331495,1.0
2025-10-10 07:00:00,88.62176154959285,1,0.9355651488779805,1.0
2025-10-10 08:00:00,112.77720366164377,2,1.1360565525996413,1.1360565525996413
2025-10-10 09:00:00,110.71102618289035,2,1.1189071739572736,1.1189071739572736
2025-10-10 10:00:00,78.15329541277205,0,0.8486763450693852,1.0
2025-10-10 11:00:00,71.2441854664683,0,0.7913303795028657,1.0
2025-10-10 12:00:00,55.74291890172668,0,0.6626690749979811,1.0
2025-10-10 13:00:00,104.32961341872848,1,1.0659411219645492,1.0659411219645492
2025-10-10 14:00:00,92.06024321146923,1,0.9641047223564082,1.0
2025-10-10 15:00:00,91.33473786151359,1,0.9580829908830019,1.0
2025-10-10 16:00:00,56.00571743496001,0,0.6648503162511752,1.0
2025-10-10 17:00:00,106.29647075513543,1,1.0822661383508045,1.0822661383508045
2025-10-10 18:00:00,87.43195977703459,1,0.9256897333743364,1.0
2025-10-10 19:00:00,62.442051477892655,0,0.7182722176638301,1.0
2025-10-10 20:00:00,74.95216983793637,0,0.8221068392408031,1.0
2025-10-10 21:00:00,83.7603241477383,1,0.8952149700536176,1.0
2025-10-10 22:00:00,93.25603047785654,1,0.9740298177646547,1.0
2025-10-10 23:00:00,73.69292173216485,0,0.8116550156232167,1.0
2025-10-11 00:00:00,86.77445448583212,1,0.9202324058629581,1.0
2025-10-11 01:00:00,147.31863812223057,2,1.422752223473239,1.422752223473239
2025-10-11 02:00:00,138.26512019109666,2,1.3476075620668266,1.3476075620668266
2025-10-11 03:00:00,90.92106820964618,1,0.9546495116365769,1.0
2025-10-11 04:00:00,67.47975924119093,0,0.7600854494944862,1.0
2025-10-11 05:00:00,123.57100917160774,2,1.2256456898281272,1.2256456898281272
2025-10-11 06:00:00,74.48817112693638,0,0.8182556262320784,1.0
2025-10-11 07:00:00,78.23709007731725,0,0.8493718450664922,1.0
2025-10-11 08:00:00,48.291915852952705,0,0.6008253689936189,1.0
2025-10-11 09:00:00,128.9749084695656,2,1.2704983301065491,1.2704983301065491
2025-10-11 10:00:00,89.37210765098278,1,0.9417930598574981,1.0
2025-10-11 11:00:00,81.61615674778227,0,0.8774182710804722,1.0
2025-10-11 12:00:00,73.8401233961679,0,0.8128767969555241,1.0
2025-10-11 13:00:00,96.48251555480262,1,1.0008098087564645,1.0008098087564645
2025-10-11 14:00:00,102.41204549125591,1,1.0500252101908287,1.0500252101908287
2025-10-11 15:00:00,159.57801869737165,2,1.5245057086243916,1.5245057086243916
2025-10-11 16:00:00,107.35955027783508,2,1.0910897527059098,1.0910897527059098
2025-10-11 17:00:00,74.28490020343928,0,0.8165684671811827,1.0
2025-10-11 18:00:00,121.9695945874749,2,1.21235386695758,1.21235386695758
2025-10-11 19:00:00,95.73708934275015,1,0.9946227331098235,1.0
2025-10-11 20:00:00,142.33855908326174,2,1.381417312998984,1.381417312998984
2025-10-11 21:00:00,85.3237991467035,1,0.9081918924287982,1.0
2025-10-11 22:00:00,109.07842522912698,2,1.1053565026253653,1.1053565026253653
2025-10-11 23:00:00,105.24027675162604,1,1.0734996741567853,1.0734996741567853
2025-10-12 00:00:00,76.88970483104652,0,0.8381884786795072,1.0
2025-10-12 01:00:00,123.83420401820614,2,1.2278302205025002,1.2278302205025002
2025-10-12 02:00:00,117.7005957738303,2,1.176920958685257,1.176920958685257
2025-10-12 03:00:00,105.43250218828156,1,1.0750951551025407,1.0750951551025407
2025-10-12 04:00:00,107.87986467937843,2,1.095408388823523,1.095408388823523
2025-10-12 05:00:00,147.8451622737055,2,1.427122400832564,1.427122400832564
2025-10-12 06:00:00,101.07201361453517,1,1.0389028771468196,1.0389028771468196
2025-10-12 07:00:00,95.48527169175468,1,0.9925326337402579,1.0
2025-10-12 08:00:00,90.58570212495562,1,0.9518659559985411,1.0
2025-10-12 09:00:00,77.35240259269659,0,0.8420288937421574,1.0
2025-10-12 10:00:00,123.320435778202,2,1.22356591786013,1.22356591786013
2025-10-12 11:00:00,84.61694650224557,1,0.9023249793640592,1.0
2025-10-12 12:00:00,91.80665313671715,1,0.961999911779103,1.0
2025-10-12 13:00:00,105.81366670795727,1,1.078258840090966,1.078258840090966
2025-10-12 14:00:00,106.84563841086197,1,1.0868242579523586,1.0868242579523586
2025-10-12 15:00:00,101.70928145158791,1,1.0441922327547482,1.0441922327547482
2025-10-12 16:00:00,103.37523597956,1,1.0580197404567475,1.0580197404567475
2025-10-12 17:00:00,145.11797786334196,2,1.4044866308845225,1.4044866308845225
2025-10-12 18:00:00,122.44618124794268,2,1.2163095605900527,1.2163095605900527
2025-10-12 19:00:00,101.2568798611229,1,1.040437276439004,1.040437276439004
2025-10-12 20:00:00,97.9078415975205,1,1.0126400877362471,1.0126400877362471
2025-10-12 21:00:00,96.82064125126416,1,1.0036162693131985,1.0036162693131985
2025-10-12 22:00:00,125.4957248648363,2,1.2416209284228281,1.2416209284228281
2025-10-12 23:00:00,106.46394793025044,1,1.0836562074612928,1.0836562074612928
2025-10-13 00:00:00,79.7436874670872,0,0.8618766803792632,1.0
2025-10-13 01:00:00,72.92976215831426,0,0.8053207521675876,1.0
2025-10-13 02:00:00,67.1050464612598,0,0.7569753142755842,1.0
2025-10-13 03:00:00,95.95120613603464,1,0.9963999134341104,1.0
2025-10-13 04:00:00,106.11423981146129,1,1.0807536122074506,1.0807536122074506
2025-10-13 05:00:00,83.49143705829027,1,0.8929831934727546,1.0
2025-10-13 06:00:00,144.759347129236,2,1.4015099774676611,1.4015099774676611
2025-10-13 07:00:00,119.83971890837363,2,1.1946757899977465,1.1946757899977465
2025-10-13 08:00:00,101.01956028855392,1,1.038467511861139,1.038467511861139
2025-10-13 09:00:00,79.70642366888102,0,0.8615673889502053,1.0
2025-10-13 10:00:00,114.76393319899516,2,1.1525465092690805,1.1525465092690805
2025-10-13 11:00:00,64.69689624224866,0,0.7369875444164145,1.0
2025-10-13 12:00:00,101.81221587777829,1,1.0450465937514322,1.0450465937514322
2025-10-13 13:00:00,95.58814435444762,1,0.9933864820967575,1.0
2025-10-13 14:00:00,85.58465316094254,1,0.9103569940749868,1.0
2025-10-13 15:00:00,109.10864914572191,2,1.1056073626773557,1.1056073626773557
2025-10-13 16:00:00,72.83871440178106,0,0.8045650511363925,1.0
2025-10-13 17:00:00,116.90785615270508,2,1.1703411793258933,1.1703411793258933
2025-10-13 18:00:00,105.93999555774307,1,1.0793073759988006,1.0793073759988006
2025-10-13 19:00:00,93.91487523179558,1,0.9794982628851846,1.0
2025-10-13 20:00:00,84.17939823774375,1,0.8986933064127213,1.0
2025-10-13 21:00:00,136.27206913326347,2,1.3310651364543984,1.3310651364543984
2025-10-13 22:00:00,74.88933722191948,0,0.8215853253175102,1.0
2025-10-13 23:00:00,83.97771401491325,1,0.8970193170584287,1.0
2025-10-14 00:00:00,99.69000333304113,1,1.0274321211983588,1.0274321211983588
2025-10-14 01:00:00,105.04828365789396,1,1.0719061216691657,1.0719061216691657
2025-10-14 02:00:00,143.24075814921503,2,1.3889056113431115,1.3889056113431115
2025-10-14 03:00:00,123.97995321801477,2,1.2290399463077821,1.2290399463077821
2025-10-14 04:00:00,110.19792548093127,2,1.1146484119147846,1.1146484119147846
2025-10-14 05:00:00,118.67917503568937,2,1.1850432165579519,1.1850432165579519
2025-10-14 06:00:00,88.3098276795306,1,0.9329760818185988,1.0
2025-10-14 07:00:00,66.41960251985951,0,0.7512860945400741,1.0
2025-10-14 08:00:00,103.37779811877203,1,1.0580410063431165,1.0580410063431165
2025-10-14 09:00:00,141.7292096586699,2,1.3763596816409365,1.3763596816409365
2025-10-14 10:00:00,69.20619563033488,0,0.7744149597344557,1.0
2025-10-14 11:00:00,97.6088014423485,1,1.0101580391692424,1.0101580391692424
2025-10-14 12:00:00,67.88231220699213,0,0.7634266596785687,1.0
2025-10-14 13:00:00,159.21265193367836,2,1.5214731458177866,1.5214731458177866
2025-10-14 14:00:00,80.73637437008311,0,0.8701160323942059,1.0
2025-10-14 15:00:00,71.22911897677142,0,0.7912053268685784,1.0
2025-10-14 16:00:00,75.06916525391526,0,0.82307790717116,1.0
2025-10-14 17:00:00,83.55771320325589,1,0.8935332888622646,1.0
2025-10-14 18:00:00,88.31206324742682,1,0.932994637146361,1.0
2025-10-14 19:00:00,125.84120351819205,2,1.2444884188974739,1.2444884188974739
2025-10-14 20:00:00,121.64669526191304,2,1.2096737860572855,1.2096737860572855
2025-10-14 21:00:00,84.61782779300898,1,0.902332294122424,1.0
2025-10-14 22:00:00,158.3217434713186,2,1.514078560060364,1.514078560060364
2025-10-14 23:00:00,134.7086808199076,2,1.3180889335742045,1.3180889335742045
2025-10-15 00:00:00,138.61587385963492,2,1.3505188354370072,1.3505188354370072
2025-10-15 01:00:00,104.65963899203003,1,1.0686803510851894,1.0686803510851894
2025-10-15 02:00:00,76.28870732516337,0,0.8332001686734728,1.0
2025-10-15 03:00:00,121.65193108233197,2,1.2097172436342802,1.2097172436342802
2025-10-15 04:00:00,82.35660363928038,0,0.8835640181121001,1.0
2025-10-15 05:00:00,104.06472026131078,1,1.0637424952236028,1.0637424952236028
2025-10-15 06:00:00,110.57111278234613,2,1.1177458855840592,1.1177458855840592
2025-10-15 07:00:00,105.42894224721445,1,1.075065607409793,1.075065607409793
2025-10-15 08:00:00,74.18909928358931,0,0.8157733146516016,1.0
2025-10-15 09:00:00,76.6031852056312,0,0.8358103511492038,1.0
2025-10-15 10:00:00,71.78078946753548,0,0.7957842201288232,1.0
2025-10-15 11:00:00,100.80471991779538,1,1.0366843258068474,1.0366843258068474
2025-10-15 12:00:00,117.56768065044044,2,1.1758177563699916,1.1758177563699916
2025-10-15 13:00:00,86.89107200181873,1,0.9212003372040708,1.0
2025-10-15 14:00:00,70.55439047608658,0,0.7856050458384984,1.0
2025-10-15 15:00:00,114.22925099033063,2,1.1481086196182564,1.1481086196182564
2025-10-15 16:00:00,76.68150077092938,0,0.8364603743426129,1.0
2025-10-15 17:00:00,77.67775887494089,0,0.8447293675084511,1.0
2025-10-15 18:00:00,47.43533776199715,0,0.5937157270729181,1.0
2025-10-15 19:00:00,115.65673325930389,2,1.1599567953861283,1.1599567953861283
2025-10-15 20:00:00,75.89559833783079,0,0.8299373439932078,1.0
2025-10-15 21:00:00,70.39176206003187,0,0.7842552216759519,1.0
2025-10-15 22:00:00,111.14513206416059,2,1.1225102749519054,1.1225102749519054
2025-10-15 23:00:00,71.74146537532452,0,0.7954578281542577,1.0
2025-10-16 00:00:00,84.94688027333942,1,0.9050634465216851,1.0
2025-10-16 01:00:00,122.52140161878754,2,1.2169338935113543,1.2169338935113543
2025-10-16 02:00:00,138.2545463026815,2,1.3475197982527214,1.3475197982527214
2025-10-16 03:00:00,52.40529932138876,0,0.6349666619497426,1.0
