time,temperature_c,rain,wind_speed,Super (PMS),Diesel (AGO),demand,demand_lag_1h,demand_lag_24h,demand_lag_168h,hour_of_day,day_of_week,is_weekend,month,quarter,is_public_holiday,is_school_holiday,rainfall_x_hour,traffic_index_proxy
2024-01-17 07:00:00,22.1,0.0,10.3,180.66,168.06,289.5174301144745,274.20462537897953,312.0920690003678,330.2621323863585,7,2,0,1,1,0,0,0.0,95
2024-01-17 08:00:00,23.5,0.0,10.2,180.66,168.06,286.98120306992297,289.5174301144745,314.39959797854857,280.52544331236163,8,2,0,1,1,0,0,0.0,95
2024-01-17 09:00:00,24.4,0.0,10.8,180.66,168.06,228.1243372619418,286.98120306992297,229.52341042843685,205.08431555961616,9,2,0,1,1,0,0,0.0,95
2024-01-17 10:00:00,25.2,0.0,10.2,180.66,168.06,158.8849300249284,228.1243372619418,182.89110439476943,162.95078778271215,10,2,0,1,1,0,0,0.0,50
2024-01-17 11:00:00,26.0,0.0,10.7,180.66,168.06,119.30983085279505,158.8849300249284,160.37407163739795,152.39421008012405,11,2,0,1,1,0,0,0.0,50
2024-01-17 12:00:00,26.5,0.0,13.4,180.66,168.06,135.71328326553302,119.30983085279505,131.94435944610817,139.29626399441565,12,2,0,1,1,0,0,0.0,50
2024-01-17 13:00:00,23.9,0.0,9.7,180.66,168.06,179.39133942082293,135.71328326553302,161.1233521344866,165.0687202810385,13,2,0,1,1,0,0,0.0,50
2024-01-17 14:00:00,23.0,0.0,8.0,180.66,168.06,177.5600795835966,179.39133942082293,206.7386619040636,171.14076420061897,14,2,0,1,1,0,0,0.0,50
2024-01-17 15:00:00,22.1,0.0,6.3,180.66,168.06,213.96804004618033,177.5600795835966,228.76085237949073,190.69271758471263,15,2,0,1,1,0,0,0.0,50
2024-01-17 16:00:00,20.0,0.0,4.8,180.66,168.06,263.8093728893679,213.96804004618033,283.8874761920368,275.80999662672104,16,2,0,1,1,0,0,0.0,88
2024-01-17 17:00:00,19.5,0.0,8.0,180.66,168.06,305.1116555003411,263.8093728893679,393.1479855250811,337.15716263546136,17,2,0,1,1,0,0,0.0,88
2024-01-17 18:00:00,19.0,0.0,7.9,180.66,168.06,297.85573776225067,305.1116555003411,284.7935333394949,261.45828496067185,18,2,0,1,1,0,0,0.0,88
2024-01-17 19:00:00,18.4,0.1,6.6,180.66,168.06,199.69579319729183,297.85573776225067,216.80684856576434,205.37364705542083,19,2,0,1,1,0,0,1.9000000000000001,26
2024-01-17 20:00:00,17.2,1.3,8.4,180.66,168.06,93.41537863657132,199.69579319729183,147.73356847252197,131.92838806187808,20,2,0,1,1,0,0,26.0,26
2024-01-17 21:00:00,17.0,0.8,2.5,180.66,168.06,87.20763412369138,93.41537863657132,98.7387516435211,73.57337815723993,21,2,0,1,1,0,0,16.8,26
2024-01-17 22:00:00,16.8,0.0,5.7,180.66,168.06,41.87642060201418,87.20763412369138,49.99086715984252,58.3890228083741,22,2,0,1,1,0,0,0.0,11
2024-01-17 23:00:00,16.5,0.0,8.0,180.66,168.06,55.922036832920504,41.87642060201418,56.399296706287814,66.97511032904161,23,2,0,1,1,0,0,0.0,11
2024-01-18 00:00:00,16.4,0.0,7.1,180.66,168.06,21.724479918965578,55.922036832920504,19.02920522332672,33.94368766132963,0,3,0,1,1,0,0,0.0,11
2024-01-18 01:00:00,15.9,2.7,8.3,180.66,168.06,21.193874734053743,21.724479918965578,17.203184160349803,48.4031950244231,1,3,0,1,1,0,0,2.7,11
2024-01-18 02:00:00,16.5,0.3,7.0,180.66,168.06,31.24897335277967,21.193874734053743,13.170509903453148,0.0,2,3,0,1,1,0,0,0.6,11
2024-01-18 03:00:00,16.4,0.2,2.2,180.66,168.06,37.10248007846321,31.24897335277967,22.374015751336255,36.35212245855151,3,3,0,1,1,0,0,0.6000000000000001,11
2024-01-18 04:00:00,16.6,0.0,4.1,180.66,168.06,26.63601050065454,37.10248007846321,79.64683293835608,47.44564321950136,4,3,0,1,1,0,0,0.0,11
2024-01-18 05:00:00,17.8,0.0,8.5,180.66,168.06,167.48883764375526,26.63601050065454,127.54535571264807,167.7734157505587,5,3,0,1,1,0,0,0.0,11
2024-01-18 06:00:00,19.4,0.0,10.2,180.66,168.06,280.4875568095516,167.48883764375526,274.20462537897953,289.19691265695076,6,3,0,1,1,0,0,0.0,95
2024-01-18 07:00:00,21.6,0.0,11.3,180.66,168.06,335.2319756470222,280.4875568095516,289.5174301144745,313.00113219429795,7,3,0,1,1,0,0,0.0,95
2024-01-18 08:00:00,22.9,0.0,9.5,180.66,168.06,351.42156609010317,335.2319756470222,286.98120306992297,318.6688466874949,8,3,0,1,1,0,0,0.0,95
2024-01-18 09:00:00,24.0,0.1,8.8,180.66,168.06,237.12576676322246,351.42156609010317,228.1243372619418,235.96066391647292,9,3,0,1,1,0,0,0.9,95
2024-01-18 10:00:00,24.7,0.0,6.8,180.66,168.06,152.4581565744273,237.12576676322246,158.8849300249284,196.60387386448156,10,3,0,1,1,0,0,0.0,50
2024-01-18 11:00:00,23.0,0.2,10.6,180.66,168.06,164.75310594819823,152.4581565744273,119.30983085279505,141.19920040981867,11,3,0,1,1,0,0,2.2,50
2024-01-18 12:00:00,20.0,5.4,4.3,180.66,168.06,195.82068232382852,164.75310594819823,135.71328326553302,147.99861122307382,12,3,0,1,1,0,0,64.80000000000001,50
2024-01-18 13:00:00,22.5,0.1,14.8,180.66,168.06,201.19579254639305,195.82068232382852,179.39133942082293,175.99209867744275,13,3,0,1,1,0,0,1.3,50
2024-01-18 14:00:00,21.8,0.0,15.5,180.66,168.06,182.8474199553849,201.19579254639305,177.5600795835966,222.00233844087404,14,3,0,1,1,0,0,0.0,50
2024-01-18 15:00:00,21.0,0.0,10.4,180.66,168.06,222.69812408197097,182.8474199553849,213.96804004618033,235.50049547933799,15,3,0,1,1,0,0,0.0,50
2024-01-18 16:00:00,18.9,0.0,6.2,180.66,168.06,308.74940626049187,222.69812408197097,263.8093728893679,279.1126532614285,16,3,0,1,1,0,0,0.0,88
2024-01-18 17:00:00,17.7,0.0,3.8,180.66,168.06,334.3502982410996,308.74940626049187,305.1116555003411,353.57752983066575,17,3,0,1,1,0,0,0.0,88
2024-01-18 18:00:00,16.9,0.0,5.9,180.66,168.06,295.39463516774805,334.3502982410996,297.85573776225067,289.2831779929376,18,3,0,1,1,0,0,0.0,88
2024-01-18 19:00:00,16.2,0.0,6.1,180.66,168.06,220.06793594596604,295.39463516774805,199.69579319729183,222.86621103344103,19,3,0,1,1,0,0,0.0,26
2024-01-18 20:00:00,16.1,0.0,6.1,180.66,168.06,123.29336280752705,220.06793594596604,93.41537863657132,126.70897587557562,20,3,0,1,1,0,0,0.0,26
2024-01-18 21:00:00,15.9,0.0,4.2,180.66,168.06,91.25614745492916,123.29336280752705,87.20763412369138,86.75022495884251,21,3,0,1,1,0,0,0.0,26
2024-01-18 22:00:00,16.0,0.0,5.0,180.66,168.06,5.048733782817457,91.25614745492916,41.87642060201418,51.17961020986256,22,3,0,1,1,0,0,0.0,11
2024-01-18 23:00:00,15.3,0.0,4.1,180.66,168.06,29.490153288590882,5.048733782817457,55.922036832920504,22.28757120347595,23,3,0,1,1,0,0,0.0,11
2024-01-19 00:00:00,14.9,0.0,6.3,180.66,168.06,31.997585419735444,29.490153288590882,21.724479918965578,40.83933097227955,0,4,0,1,1,0,0,0.0,11
2024-01-19 01:00:00,15.4,0.0,8.6,180.66,168.06,3.818245464962555,31.997585419735444,21.193874734053743,28.258816453382728,1,4,0,1,1,0,0,0.0,11
2024-01-19 02:00:00,15.9,0.1,7.6,180.66,168.06,50.54977863250717,3.818245464962555,31.24897335277967,24.10612693872792,2,4,0,1,1,0,0,0.2,11
2024-01-19 03:00:00,15.6,0.0,6.5,180.66,168.06,0.8594598252150227,50.54977863250717,37.10248007846321,20.216953437584554,3,4,0,1,1,0,0,0.0,11
2024-01-19 04:00:00,15.6,0.0,6.8,180.66,168.06,40.98760289576009,0.8594598252150227,26.63601050065454,25.081745003802144,4,4,0,1,1,0,0,0.0,11
2024-01-19 05:00:00,18.5,0.0,3.5,180.66,168.06,182.59896696496355,40.98760289576009,167.48883764375526,173.34867774256932,5,4,0,1,1,0,0,0.0,11
2024-01-19 06:00:00,21.2,0.0,2.0,180.66,168.06,324.1809880138546,182.59896696496355,280.4875568095516,294.72891746290236,6,4,0,1,1,0,0,0.0,95
2024-01-19 07:00:00,23.1,0.0,4.6,180.66,168.06,337.6583162486048,324.1809880138546,335.2319756470222,347.33035263095434,7,4,0,1,1,0,0,0.0,95
2024-01-19 08:00:00,24.6,0.0,8.7,180.66,168.06,355.76416110472684,337.6583162486048,351.42156609010317,333.7073642610152,8,4,0,1,1,0,0,0.0,95
2024-01-19 09:00:00,26.2,0.0,9.0,180.66,168.06,240.80294469883947,355.76416110472684,237.12576676322246,246.78738247112898,9,4,0,1,1,0,0,0.0,95
2024-01-19 10:00:00,27.0,0.0,4.6,180.66,168.06,164.5525774037774,240.80294469883947,152.4581565744273,210.77731680949074,10,4,0,1,1,0,0,0.0,50
2024-01-19 11:00:00,26.2,0.0,5.3,180.66,168.06,163.9116822205295,164.5525774037774,164.75310594819823,158.98309072547315,11,4,0,1,1,0,0,0.0,50
2024-01-19 12:00:00,25.1,2.1,9.8,180.66,168.06,171.67560801966548,163.9116822205295,195.82068232382852,172.34091189775063,12,4,0,1,1,0,0,25.200000000000003,50
2024-01-19 13:00:00,27.1,0.0,2.4,180.66,168.06,182.77093202493074,171.67560801966548,201.19579254639305,190.97738872985587,13,4,0,1,1,0,0,0.0,50
2024-01-19 14:00:00,25.8,0.2,6.3,180.66,168.06,217.70576872888398,182.77093202493074,182.8474199553849,185.076129362291,14,4,0,1,1,0,0,2.8000000000000003,50
2024-01-19 15:00:00,22.5,0.9,8.9,180.66,168.06,234.38514831300265,217.70576872888398,222.69812408197097,239.8014132370771,15,4,0,1,1,0,0,13.5,50
2024-01-19 16:00:00,20.6,0.1,1.8,180.66,168.06,302.6379737380405,234.38514831300265,308.74940626049187,301.2667484815448,16,4,0,1,1,0,0,1.6,88
2024-01-19 17:00:00,19.4,0.0,6.2,180.66,168.06,371.6985249218661,302.6379737380405,334.3502982410996,400.31383275451867,17,4,0,1,1,0,0,0.0,88
2024-01-19 18:00:00,18.3,0.1,5.6,180.66,168.06,326.5294707186207,371.6985249218661,295.39463516774805,297.1684235534339,18,4,0,1,1,0,0,1.8,88
2024-01-19 19:00:00,17.6,0.7,2.3,180.66,168.06,196.48950198445874,326.5294707186207,220.06793594596604,221.10108907477004,19,4,0,1,1,0,0,13.299999999999999,26
2024-01-19 20:00:00,17.0,0.1,5.4,180.66,168.06,178.9908933396354,196.48950198445874,123.29336280752705,143.57575959088163,20,4,0,1,1,0,0,2.0,26
2024-01-19 21:00:00,16.2,0.0,4.6,180.66,168.06,64.5818842835104,178.9908933396354,91.25614745492916,77.1306873465814,21,4,0,1,1,0,0,0.0,26
2024-01-19 22:00:00,16.4,0.0,5.4,180.66,168.06,57.696494917418576,64.5818842835104,5.048733782817457,78.60035109124362,22,4,0,1,1,0,0,0.0,11
2024-01-19 23:00:00,15.9,0.0,6.5,180.66,168.06,57.672906200265345,57.696494917418576,29.490153288590882,60.246532912821024,23,4,0,1,1,0,0,0.0,11
2024-01-20 00:00:00,15.7,0.0,6.1,180.66,168.06,28.628611198748377,57.672906200265345,31.997585419735444,36.86354759897374,0,5,1,1,1,0,0,0.0,16
2024-01-20 01:00:00,16.2,0.6,10.8,180.66,168.06,5.942939514790565,28.628611198748377,3.818245464962555,1.2643696743932473,1,5,1,1,1,0,0,0.6,16
2024-01-20 02:00:00,16.1,3.2,7.6,180.66,168.06,12.669510068724836,5.942939514790565,50.54977863250717,38.77982198281974,2,5,1,1,1,0,0,6.4,16
2024-01-20 03:00:00,16.2,0.1,4.7,180.66,168.06,8.047316064342878,12.669510068724836,0.8594598252150227,0.0,3,5,1,1,1,0,0,0.30000000000000004,16
2024-01-20 04:00:00,16.0,0.0,9.8,180.66,168.06,22.530121281630883,8.047316064342878,40.98760289576009,41.56043401586503,4,5,1,1,1,0,0,0.0,16
2024-01-20 05:00:00,17.1,0.2,7.2,180.66,168.06,134.13231193278364,22.530121281630883,182.59896696496355,155.68518244232052,5,5,1,1,1,0,0,1.0,16
2024-01-20 06:00:00,19.8,0.1,2.1,180.66,168.06,206.37163392597162,134.13231193278364,324.1809880138546,184.16967277507848,6,5,1,1,1,0,0,0.6000000000000001,16
2024-01-20 07:00:00,20.0,0.0,8.1,180.66,168.06,229.45226399447844,206.37163392597162,337.6583162486048,231.1012505158506,7,5,1,1,1,0,0,0.0,16
2024-01-20 08:00:00,21.8,0.0,8.6,180.66,168.06,239.24461808828752,229.45226399447844,355.76416110472684,225.88706153058294,8,5,1,1,1,0,0,0.0,16
2024-01-20 09:00:00,23.4,0.0,10.5,180.66,168.06,165.44918370266103,239.24461808828752,240.80294469883947,152.0240451180661,9,5,1,1,1,0,0,0.0,16
2024-01-20 10:00:00,25.3,0.0,14.7,180.66,168.06,133.53620096965346,165.44918370266103,164.5525774037774,94.98503523135105,10,5,1,1,1,0,0,0.0,64
2024-01-20 11:00:00,25.0,0.1,13.5,180.66,168.06,114.51689615873431,133.53620096965346,163.9116822205295,105.23789560802658,11,5,1,1,1,0,0,1.1,64
2024-01-20 12:00:00,22.5,4.6,13.5,180.66,168.06,98.87369333453589,114.51689615873431,171.67560801966548,94.89908549505729,12,5,1,1,1,0,0,55.199999999999996,64
2024-01-20 13:00:00,21.6,0.3,6.8,180.66,168.06,119.28155612334699,98.87369333453589,182.77093202493074,135.838502176717,13,5,1,1,1,0,0,3.9,64
2024-01-20 14:00:00,20.7,0.4,13.1,180.66,168.06,156.54182454043934,119.28155612334699,217.70576872888398,129.25592450708623,14,5,1,1,1,0,0,5.6000000000000005,64
2024-01-20 15:00:00,19.4,0.5,8.8,180.66,168.06,170.36654626991933,156.54182454043934,234.38514831300265,185.34089255835624,15,5,1,1,1,0,0,7.5,64
2024-01-20 16:00:00,18.6,0.0,5.9,180.66,168.06,200.2398797538933,170.36654626991933,302.6379737380405,187.5328671598799,16,5,1,1,1,0,0,0.0,64
2024-01-20 17:00:00,17.8,0.0,6.2,180.66,168.06,242.59846520519403,200.2398797538933,371.6985249218661,235.06401510101,17,5,1,1,1,0,0,0.0,64
2024-01-20 18:00:00,17.5,0.0,6.6,180.66,168.06,221.30929131040003,242.59846520519403,326.5294707186207,213.440678038857,18,5,1,1,1,0,0,0.0,35
2024-01-20 19:00:00,17.3,0.0,5.8,180.66,168.06,134.818564469483,221.30929131040003,196.48950198445874,124.20276833922796,19,5,1,1,1,0,0,0.0,35
2024-01-20 20:00:00,17.0,0.0,5.6,180.66,168.06,105.15465195271793,134.818564469483,178.9908933396354,99.80636943342887,20,5,1,1,1,0,0,0.0,35
2024-01-20 21:00:00,16.4,0.1,4.6,180.66,168.06,60.90468117803397,105.15465195271793,64.5818842835104,85.28576402049927,21,5,1,1,1,0,0,2.1,35
2024-01-20 22:00:00,16.5,0.1,4.6,180.66,168.06,36.58389610787168,60.90468117803397,57.696494917418576,13.966624660361415,22,5,1,1,1,0,0,2.2,16
2024-01-20 23:00:00,16.1,0.5,8.2,180.66,168.06,49.92044022557363,36.58389610787168,57.672906200265345,35.03430928653742,23,5,1,1,1,0,0,11.5,16
2024-01-21 00:00:00,16.6,0.4,5.6,180.66,168.06,34.45835097090713,49.92044022557363,28.628611198748377,25.247030480922067,0,6,1,1,1,0,0,0.0,16
2024-01-21 01:00:00,16.2,0.4,2.2,180.66,168.06,27.24320882990918,34.45835097090713,5.942939514790565,26.705443982501492,1,6,1,1,1,0,0,0.4,16
2024-01-21 02:00:00,16.2,1.5,2.5,180.66,168.06,35.225473135932994,27.24320882990918,12.669510068724836,0.0,2,6,1,1,1,0,0,3.0,16
2024-01-21 03:00:00,16.2,0.2,3.1,180.66,168.06,14.384698407670664,35.225473135932994,8.047316064342878,0.0,3,6,1,1,1,0,0,0.6000000000000001,16
2024-01-21 04:00:00,16.4,0.0,6.1,180.66,168.06,39.15259301941765,14.384698407670664,22.530121281630883,36.509101095942185,4,6,1,1,1,0,0,0.0,16
2024-01-21 05:00:00,17.9,0.0,11.7,180.66,168.06,100.29519361855776,39.15259301941765,134.13231193278364,109.97060561188155,5,6,1,1,1,0,0,0.0,16
2024-01-21 06:00:00,19.3,0.0,10.9,180.66,168.06,180.8084956128915,100.29519361855776,206.37163392597162,179.31759658968457,6,6,1,1,1,0,0,0.0,16
2024-01-21 07:00:00,22.5,0.0,16.3,180.66,168.06,208.54703672852136,180.8084956128915,229.45226399447844,215.9251483229436,7,6,1,1,1,0,0,0.0,16
2024-01-21 08:00:00,23.9,0.0,15.7,180.66,168.06,198.18848877547248,208.54703672852136,239.24461808828752,185.25022505127706,8,6,1,1,1,0,0,0.0,16
2024-01-21 09:00:00,25.0,0.0,14.9,180.66,168.06,150.095584003954,198.18848877547248,165.44918370266103,143.97100048791165,9,6,1,1,1,0,0,0.0,16
2024-01-21 10:00:00,25.1,0.0,14.2,180.66,168.06,92.05357455894278,150.095584003954,133.53620096965346,109.90712965499995,10,6,1,1,1,0,0,0.0,64
2024-01-21 11:00:00,25.5,0.0,14.8,180.66,168.06,125.23466199062823,92.05357455894278,114.51689615873431,79.54127955088006,11,6,1,1,1,0,0,0.0,64
2024-01-21 12:00:00,23.3,0.5,9.8,180.66,168.06,81.98459434515283,125.23466199062823,98.87369333453589,128.41429373234922,12,6,1,1,1,0,0,6.0,64
2024-01-21 13:00:00,24.1,0.0,9.4,180.66,168.06,92.65089714661886,81.98459434515283,119.28155612334699,119.85012430773926,13,6,1,1,1,0,0,0.0,64
2024-01-21 14:00:00,21.0,0.3,9.8,180.66,168.06,145.18567567663905,92.65089714661886,156.54182454043934,106.85333298108068,14,6,1,1,1,0,0,4.2,64
2024-01-21 15:00:00,21.0,0.0,6.2,180.66,168.06,153.28391424043664,145.18567567663905,170.36654626991933,150.85532218322484,15,6,1,1,1,0,0,0.0,64
2024-01-21 16:00:00,19.2,0.0,11.6,180.66,168.06,185.67527990354196,153.28391424043664,200.2398797538933,159.43897935582925,16,6,1,1,1,0,0,0.0,64
