time,temperature_c,rainfall_mm,wind_speed,Super (PMS),Diesel (AGO),scheduled_demand_count,hour_of_day,day_of_week,month,quarter,demand_lag_1h,demand_lag_24h,demand_lag_168h,is_public_holiday,is_school_holiday
2024-01-03 15:00:00,22.9,0.2,10.3,180.66,168.06,1284.1567245162346,15,2,1,1,1236.1366858325218,1423.3266179718573,0.0,0,0
2024-01-03 16:00:00,20.4,0.1,11.6,180.66,168.06,1531.5761560658182,16,2,1,1,1284.1567245162346,1524.0333392865828,0.0,0,0
2024-01-03 17:00:00,19.4,0.0,10.8,180.66,168.06,1618.8607010803298,17,2,1,1,1531.5761560658182,1500.2366338028878,0.0,0,0
2024-01-03 18:00:00,18.1,0.1,12.8,180.66,168.06,1493.0727729206799,18,2,1,1,1618.8607010803298,1488.5720643005325,0.0,0,0
2024-01-03 19:00:00,17.4,0.1,10.0,180.66,168.06,1600.6270748679156,19,2,1,1,1493.0727729206799,1470.0265229804277,0.0,0,0
2024-01-03 20:00:00,17.0,0.0,7.3,180.66,168.06,1519.400300728011,20,2,1,1,1600.6270748679156,1335.247606647148,0.0,0,0
2024-01-03 21:00:00,17.0,0.1,3.8,180.66,168.06,1385.8115983658859,21,2,1,1,1519.400300728011,1378.2022604475708,0.0,0,0
2024-01-03 22:00:00,17.4,0.1,2.9,180.66,168.06,1439.9169474751434,22,2,1,1,1385.8115983658859,1357.5766172889664,0.0,0,0
2024-01-03 23:00:00,16.7,0.1,3.4,180.66,168.06,1500.5738398797216,23,2,1,1,1439.9169474751434,1452.3455133156597,0.0,0,0
2024-01-04 00:00:00,17.1,0.0,5.3,180.66,168.06,1279.7411981039236,0,3,1,1,1500.5738398797216,1317.5487384324085,0.0,0,0
2024-01-04 01:00:00,16.2,0.0,4.4,180.66,168.06,1373.9619188026213,1,3,1,1,1279.7411981039236,1041.0566451455907,0.0,0,0
2024-01-04 02:00:00,15.6,0.0,4.3,180.66,168.06,891.9397690546838,2,3,1,1,1373.9619188026213,1186.1857838637811,0.0,0,0
2024-01-04 03:00:00,15.1,0.0,4.3,180.66,168.06,1179.0973262100033,3,3,1,1,891.9397690546838,1058.261955191493,0.0,0,0
2024-01-04 04:00:00,15.5,0.0,4.3,180.66,168.06,1059.0655956942016,4,3,1,1,1179.0973262100033,982.5317963004322,0.0,0,0
2024-01-04 05:00:00,18.3,0.0,4.9,180.66,168.06,987.5470294269489,5,3,1,1,1059.0655956942016,1078.478500818266,0.0,0,0
2024-01-04 06:00:00,20.6,0.0,4.2,180.66,168.06,1009.5867552716201,6,3,1,1,987.5470294269489,1103.3737373283084,0.0,0,0
2024-01-04 07:00:00,22.8,0.0,5.6,180.66,168.06,801.6537861579807,7,3,1,1,1009.5867552716201,1093.4017969903332,0.0,0,0
2024-01-04 08:00:00,24.4,0.0,7.7,180.66,168.06,995.4805756897845,8,3,1,1,801.6537861579807,933.3891196119152,0.0,0,0
2024-01-04 09:00:00,25.3,0.1,8.6,180.66,168.06,1086.072146021559,9,3,1,1,995.4805756897845,1019.3027587459065,0.0,0,0
2024-01-04 10:00:00,25.9,0.0,7.6,180.66,168.06,1244.6964802466327,10,3,1,1,1086.072146021559,1129.896526373481,0.0,0,0
2024-01-04 11:00:00,26.6,0.0,7.4,180.66,168.06,1102.0872576362935,11,3,1,1,1244.6964802466327,1251.3318996365376,0.0,0,0
2024-01-04 12:00:00,26.9,0.0,9.1,180.66,168.06,1136.6481929319018,12,3,1,1,1102.0872576362935,1169.443236897335,0.0,0,0
2024-01-04 13:00:00,25.8,0.0,9.2,180.66,168.06,1233.148097656465,13,3,1,1,1136.6481929319018,1264.6210118091806,0.0,0,0
2024-01-04 14:00:00,25.0,0.0,12.5,180.66,168.06,1438.4472875426886,14,3,1,1,1233.148097656465,1236.1366858325218,0.0,0,0
2024-01-04 15:00:00,23.0,0.0,12.6,180.66,168.06,1436.7893904296266,15,3,1,1,1438.4472875426886,1284.1567245162346,0.0,0,0
2024-01-04 16:00:00,20.9,0.0,9.5,180.66,168.06,1397.484445989051,16,3,1,1,1436.7893904296266,1531.5761560658182,0.0,0,0
2024-01-04 17:00:00,20.0,0.0,10.0,180.66,168.06,1534.7003340739395,17,3,1,1,1397.484445989051,1618.8607010803298,0.0,0,0
2024-01-04 18:00:00,19.1,0.0,8.5,180.66,168.06,1510.1184325528739,18,3,1,1,1534.7003340739395,1493.0727729206799,0.0,0,0
2024-01-04 19:00:00,18.4,0.0,6.6,180.66,168.06,1597.2751766713586,19,3,1,1,1510.1184325528739,1600.6270748679156,0.0,0,0
2024-01-04 20:00:00,17.4,0.0,9.7,180.66,168.06,1413.1682813748687,20,3,1,1,1597.2751766713586,1519.400300728011,0.0,0,0
2024-01-04 21:00:00,16.6,0.0,5.0,180.66,168.06,1417.694251705978,21,3,1,1,1413.1682813748687,1385.8115983658859,0.0,0,0
2024-01-04 22:00:00,16.0,0.0,5.0,180.66,168.06,1364.7034641504426,22,3,1,1,1417.694251705978,1439.9169474751434,0.0,0,0
2024-01-04 23:00:00,15.8,0.0,3.9,180.66,168.06,1200.5555809592693,23,3,1,1,1364.7034641504426,1500.5738398797216,0.0,0,0
2024-01-05 00:00:00,15.6,0.0,4.7,180.66,168.06,1313.0727222607331,0,4,1,1,1200.5555809592693,1279.7411981039236,0.0,0,0
2024-01-05 01:00:00,16.9,0.0,4.0,180.66,168.06,1243.7399729785664,1,4,1,1,1313.0727222607331,1373.9619188026213,0.0,0,0
2024-01-05 02:00:00,16.1,0.0,4.6,180.66,168.06,1154.562517667261,2,4,1,1,1243.7399729785664,891.9397690546838,0.0,0,0
2024-01-05 03:00:00,16.0,0.0,4.4,180.66,168.06,1073.585254974323,3,4,1,1,1154.562517667261,1179.0973262100033,0.0,0,0
2024-01-05 04:00:00,16.9,0.1,6.5,180.66,168.06,908.9607072046998,4,4,1,1,1073.585254974323,1059.0655956942016,0.0,0,0
2024-01-05 05:00:00,17.6,0.1,3.7,180.66,168.06,975.5201247363564,5,4,1,1,908.9607072046998,987.5470294269489,0.0,0,0
2024-01-05 06:00:00,18.4,0.0,2.3,180.66,168.06,966.2761185047494,6,4,1,1,975.5201247363564,1009.5867552716201,0.0,0,0
2024-01-05 07:00:00,19.9,0.1,4.4,180.66,168.06,920.3198432352647,7,4,1,1,966.2761185047494,801.6537861579807,0.0,0,0
2024-01-05 08:00:00,22.0,0.0,2.6,180.66,168.06,1001.4560858462914,8,4,1,1,920.3198432352647,995.4805756897845,0.0,0,0
2024-01-05 09:00:00,23.0,0.0,4.3,180.66,168.06,1090.902867091195,9,4,1,1,1001.4560858462914,1086.072146021559,0.0,0,0
2024-01-05 10:00:00,25.4,0.0,3.9,180.66,168.06,1285.662558432891,10,4,1,1,1090.902867091195,1244.6964802466327,0.0,0,0
2024-01-05 11:00:00,26.2,0.0,1.5,180.66,168.06,1171.508953286199,11,4,1,1,1285.662558432891,1102.0872576362935,0.0,0,0
2024-01-05 12:00:00,26.1,0.1,7.3,180.66,168.06,1243.389484832854,12,4,1,1,1171.508953286199,1136.6481929319018,0.0,0,0
2024-01-05 13:00:00,20.5,2.9,2.5,180.66,168.06,1276.0161029776589,13,4,1,1,1243.389484832854,1233.148097656465,0.0,0,0
2024-01-05 14:00:00,20.6,0.4,6.3,180.66,168.06,1155.1668467819338,14,4,1,1,1276.0161029776589,1438.4472875426886,0.0,0,0
2024-01-05 15:00:00,20.0,0.1,5.8,180.66,168.06,1401.3997844580933,15,4,1,1,1155.1668467819338,1436.7893904296266,0.0,0,0
2024-01-05 16:00:00,19.0,0.0,4.8,180.66,168.06,1456.6203798992142,16,4,1,1,1401.3997844580933,1397.484445989051,0.0,0,0
2024-01-05 17:00:00,17.1,2.1,6.6,180.66,168.06,1729.8346945504893,17,4,1,1,1456.6203798992142,1534.7003340739395,0.0,0,0
2024-01-05 18:00:00,17.4,0.2,3.6,180.66,168.06,1481.311473679314,18,4,1,1,1729.8346945504893,1510.1184325528739,0.0,0,0
2024-01-05 19:00:00,17.0,0.0,2.3,180.66,168.06,1530.7023043907877,19,4,1,1,1481.311473679314,1597.2751766713586,0.0,0,0
2024-01-05 20:00:00,16.3,1.5,9.1,180.66,168.06,1480.0393063314364,20,4,1,1,1530.7023043907877,1413.1682813748687,0.0,0,0
2024-01-05 21:00:00,16.5,0.1,6.0,180.66,168.06,1333.7295551431584,21,4,1,1,1480.0393063314364,1417.694251705978,0.0,0,0
2024-01-05 22:00:00,15.9,1.0,7.4,180.66,168.06,1518.3334534545172,22,4,1,1,1333.7295551431584,1364.7034641504426,0.0,0,0
2024-01-05 23:00:00,16.2,0.2,5.4,180.66,168.06,1422.2372715805154,23,4,1,1,1518.3334534545172,1200.5555809592693,0.0,0,0
2024-01-06 00:00:00,15.9,0.0,4.8,180.66,168.06,977.826844478882,0,5,1,1,1422.2372715805154,1313.0727222607331,0.0,0,0
2024-01-06 01:00:00,16.1,0.0,3.4,180.66,168.06,761.7065301395147,1,5,1,1,977.826844478882,1243.7399729785664,0.0,0,0
2024-01-06 02:00:00,16.1,0.0,4.5,180.66,168.06,948.4164150823049,2,5,1,1,761.7065301395147,1154.562517667261,0.0,0,0
2024-01-06 03:00:00,15.8,0.0,4.7,180.66,168.06,628.0468351256428,3,5,1,1,948.4164150823049,1073.585254974323,0.0,0,0
2024-01-06 04:00:00,16.1,0.0,4.5,180.66,168.06,794.3353199534304,4,5,1,1,628.0468351256428,908.9607072046998,0.0,0,0
2024-01-06 05:00:00,17.8,0.0,4.8,180.66,168.06,931.655986076607,5,5,1,1,794.3353199534304,975.5201247363564,0.0,0,0
2024-01-06 06:00:00,19.2,0.0,3.7,180.66,168.06,601.6308301837142,6,5,1,1,931.655986076607,966.2761185047494,0.0,0,0
2024-01-06 07:00:00,20.6,0.0,4.8,180.66,168.06,644.0546897365059,7,5,1,1,601.6308301837142,920.3198432352647,0.0,0,0
2024-01-06 08:00:00,22.4,0.0,3.7,180.66,168.06,722.5755600043732,8,5,1,1,644.0546897365059,1001.4560858462914,0.0,0,0
2024-01-06 09:00:00,24.1,0.0,4.4,180.66,168.06,685.3020451617834,9,5,1,1,722.5755600043732,1090.902867091195,0.0,0,0
2024-01-06 10:00:00,25.9,0.0,5.4,180.66,168.06,613.1655982982577,10,5,1,1,685.3020451617834,1285.662558432891,0.0,0,0
2024-01-06 11:00:00,25.9,0.0,7.1,180.66,168.06,814.9932814692977,11,5,1,1,613.1655982982577,1171.508953286199,0.0,0,0
2024-01-06 12:00:00,25.3,0.0,10.6,180.66,168.06,746.4149042463781,12,5,1,1,814.9932814692977,1243.389484832854,0.0,0,0
2024-01-06 13:00:00,24.9,0.0,3.8,180.66,168.06,946.0828928380955,13,5,1,1,746.4149042463781,1276.0161029776589,0.0,0,0
2024-01-06 14:00:00,22.4,0.1,12.6,180.66,168.06,851.2895179814907,14,5,1,1,946.0828928380955,1155.1668467819338,0.0,0,0
2024-01-06 15:00:00,21.8,0.0,8.4,180.66,168.06,1138.1304244904488,15,5,1,1,851.2895179814907,1401.3997844580933,0.0,0,0
2024-01-06 16:00:00,20.0,0.0,4.8,180.66,168.06,937.3939855865389,16,5,1,1,1138.1304244904488,1456.6203798992142,0.0,0,0
2024-01-06 17:00:00,19.2,0.0,4.7,180.66,168.06,1006.5523502773893,17,5,1,1,937.3939855865389,1729.8346945504893,0.0,0,0
2024-01-06 18:00:00,18.4,0.0,5.7,180.66,168.06,1132.03618443375,18,5,1,1,1006.5523502773893,1481.311473679314,0.0,0,0
2024-01-06 19:00:00,18.7,0.0,4.0,180.66,168.06,927.5980310533874,19,5,1,1,1132.03618443375,1530.7023043907877,0.0,0,0
2024-01-06 20:00:00,18.5,0.0,4.2,180.66,168.06,1061.50449535837,20,5,1,1,927.5980310533874,1480.0393063314364,0.0,0,0
2024-01-06 21:00:00,17.9,0.3,8.9,180.66,168.06,1146.4335902484054,21,5,1,1,1061.50449535837,1333.7295551431584,0.0,0,0
2024-01-06 22:00:00,17.1,0.0,11.0,180.66,168.06,822.3886605325723,22,5,1,1,1146.4335902484054,1518.3334534545172,0.0,0,0
2024-01-06 23:00:00,16.7,0.7,7.9,180.66,168.06,961.6953272581014,23,5,1,1,822.3886605325723,1422.2372715805154,0.0,0,0
2024-01-07 00:00:00,16.4,1.6,7.9,180.66,168.06,924.8488217387763,0,6,1,1,961.6953272581014,977.826844478882,0.0,0,0
2024-01-07 01:00:00,15.9,5.3,5.6,180.66,168.06,930.9644553360763,1,6,1,1,924.8488217387763,761.7065301395147,0.0,0,0
2024-01-07 02:00:00,16.0,1.4,4.1,180.66,168.06,684.5788054402434,2,6,1,1,930.9644553360763,948.4164150823049,0.0,0,0
2024-01-07 03:00:00,16.1,0.2,1.6,180.66,168.06,636.3231726357999,3,6,1,1,684.5788054402434,628.0468351256428,0.0,0,0
2024-01-07 04:00:00,16.0,0.1,3.3,180.66,168.06,787.9806596744497,4,6,1,1,636.3231726357999,794.3353199534304,0.0,0,0
2024-01-07 05:00:00,17.1,0.0,3.3,180.66,168.06,742.4457833582843,5,6,1,1,787.9806596744497,931.655986076607,0.0,0,0
2024-01-07 06:00:00,18.0,0.0,3.4,180.66,168.06,725.8706402707273,6,6,1,1,742.4457833582843,601.6308301837142,0.0,0,0
2024-01-07 07:00:00,19.9,0.0,10.2,180.66,168.06,735.4661761858372,7,6,1,1,725.8706402707273,644.0546897365059,0.0,0,0
2024-01-07 08:00:00,21.9,0.1,14.5,180.66,168.06,644.7448438771166,8,6,1,1,735.4661761858372,722.5755600043732,0.0,0,0
2024-01-07 09:00:00,23.6,0.0,12.5,180.66,168.06,759.0118728288603,9,6,1,1,644.7448438771166,685.3020451617834,0.0,0,0
2024-01-07 10:00:00,24.2,0.0,10.7,180.66,168.06,797.6760812740957,10,6,1,1,759.0118728288603,613.1655982982577,0.0,0,0
2024-01-07 11:00:00,24.4,0.1,9.9,180.66,168.06,736.8387347254148,11,6,1,1,797.6760812740957,814.9932814692977,0.0,0,0
2024-01-07 12:00:00,24.6,0.1,9.5,180.66,168.06,1039.359619272821,12,6,1,1,736.8387347254148,746.4149042463781,0.0,0,0
2024-01-07 13:00:00,23.4,0.0,10.2,180.66,168.06,946.2438344051127,13,6,1,1,1039.359619272821,946.0828928380955,0.0,0,0
2024-01-07 14:00:00,23.3,0.0,10.5,180.66,168.06,824.2384842239628,14,6,1,1,946.2438344051127,851.2895179814907,0.0,0,0
2024-01-07 15:00:00,22.4,0.0,10.9,180.66,168.06,1048.9292373914345,15,6,1,1,824.2384842239628,1138.1304244904488,0.0,0,0
2024-01-07 16:00:00,20.1,0.0,8.1,180.66,168.06,918.3880403367871,16,6,1,1,1048.9292373914345,937.3939855865389,0.0,0,0
2024-01-07 17:00:00,19.0,0.0,9.0,180.66,168.06,1117.603854811559,17,6,1,1,918.3880403367871,1006.5523502773893,0.0,0,0
2024-01-07 18:00:00,18.6,0.0,8.8,180.66,168.06,1166.68091313688,18,6,1,1,1117.603854811559,1132.03618443375,0.0,0,0
2024-01-07 19:00:00,17.7,0.0,5.2,180.66,168.06,968.7531234009687,19,6,1,1,1166.68091313688,927.5980310533874,0.0,0,0
2024-01-07 20:00:00,17.0,0.0,5.4,180.66,168.06,1135.2330073617459,20,6,1,1,968.7531234009687,1061.50449535837,0.0,0,0
2024-01-07 21:00:00,16.5,0.0,5.8,180.66,168.06,1057.134300053169,21,6,1,1,1135.2330073617459,1146.4335902484054,0.0,0,0
2024-01-07 22:00:00,16.2,0.0,7.9,180.66,168.06,1065.4798925275006,22,6,1,1,1057.134300053169,822.3886605325723,0.0,0,0
2024-01-07 23:00:00,16.0,0.0,8.7,180.66,168.06,1133.0481322096223,23,6,1,1,1065.4798925275006,961.6953272581014,0.0,0,0
2024-01-08 00:00:00,15.4,0.0,6.5,180.66,168.06,1259.3325605720581,0,0,1,1,1133.0481322096223,924.8488217387763,1332.5845396979723,0,0
2024-01-08 01:00:00,15.4,0.0,6.1,180.66,168.06,1142.671506942898,1,0,1,1,1259.3325605720581,930.9644553360763,1203.2604454860325,0,0
2024-01-08 02:00:00,16.1,0.0,6.5,180.66,168.06,1065.5104066585322,2,0,1,1,1142.671506942898,684.5788054402434,1218.2724556556577,0,0
2024-01-08 03:00:00,15.1,0.0,7.0,180.66,168.06,1015.8736174333636,3,0,1,1,1065.5104066585322,636.3231726357999,1248.7993837952138,0,0
2024-01-08 04:00:00,15.7,0.0,9.5,180.66,168.06,1043.1982880864005,4,0,1,1,1015.8736174333636,787.9806596744497,1026.5348737799811,0,0
2024-01-08 05:00:00,18.6,0.0,9.7,180.66,168.06,1052.1105321126265,5,0,1,1,1043.1982880864005,742.4457833582843,993.6233911605478,0,0
2024-01-08 06:00:00,20.6,0.0,17.1,180.66,168.06,1028.6273277084981,6,0,1,1,1052.1105321126265,725.8706402707273,1157.9212815507392,0,0
2024-01-08 07:00:00,21.8,0.0,17.3,180.66,168.06,1083.6765726790989,7,0,1,1,1028.6273277084981,735.4661761858372,1076.743472915291,0,0
2024-01-08 08:00:00,22.1,0.0,14.2,180.66,168.06,1019.2955238187528,8,0,1,1,1083.6765726790989,644.7448438771166,970.0896482619706,0,0
2024-01-08 09:00:00,23.6,0.0,12.1,180.66,168.06,1196.2618667435427,9,0,1,1,1019.2955238187528,759.0118728288603,1104.2062156109114,0,0
2024-01-08 10:00:00,24.4,0.0,12.5,180.66,168.06,1070.988962606112,10,0,1,1,1196.2618667435427,797.6760812740957,1050.1546288731652,0,0
2024-01-08 11:00:00,25.4,0.0,13.6,180.66,168.06,1426.4787662800466,11,0,1,1,1070.988962606112,736.8387347254148,1106.930626488563,0,0
2024-01-08 12:00:00,25.2,0.1,14.1,180.66,168.06,1280.6118581551477,12,0,1,1,1426.4787662800466,1039.359619272821,1241.2831027597545,0,0
2024-01-08 13:00:00,25.0,0.1,14.2,180.66,168.06,1198.155616530717,13,0,1,1,1280.6118581551477,946.2438344051127,1091.5850999310692,0,0
2024-01-08 14:00:00,23.9,0.1,15.8,180.66,168.06,1240.3653961237965,14,0,1,1,1198.155616530717,824.2384842239628,1174.0046149031082,0,0
2024-01-08 15:00:00,22.5,0.0,15.3,180.66,168.06,1452.7090911454031,15,0,1,1,1240.3653961237965,1048.9292373914345,1347.2748489214912,0,0
2024-01-08 16:00:00,20.5,0.0,9.8,180.66,168.06,1428.6617579905962,16,0,1,1,1452.7090911454031,918.3880403367871,1348.7666767142427,0,0
