time,temperature_c,rainfall_mm,wind_speed,Super (PMS),Diesel (AGO),hour_of_day,day_of_week,month,quarter,demand_lag_1h,demand_lag_24h,demand_lag_168h,is_public_holiday,is_school_holiday,demand,is_weekend
2024-01-08 14:00:00,23.9,0.1,15.8,180.66,168.06,14,0,1,1,146.37678024388515,106.86335109535132,152.0144503890435,0,0,162.94452777761552,0
2024-01-08 15:00:00,22.5,0.0,15.3,180.66,168.06,15,0,1,1,162.94452777761552,150.86476770248058,190.8772897765978,0,0,208.1821978584068,0
2024-01-08 16:00:00,20.5,0.0,9.8,180.66,168.06,16,0,1,1,208.1821978584068,159.45231461480256,233.5675444758175,0,0,246.8175152123453,0
2024-01-08 17:00:00,19.5,0.0,11.1,180.66,168.06,17,0,1,1,246.8175152123453,223.0888682084818,305.0984366621355,0,0,312.1157893897061,0
2024-01-08 18:00:00,18.5,0.0,9.3,180.66,168.06,18,0,1,1,312.1157893897061,194.06320167682856,235.26796329978242,0,0,258.12097762528083,0
2024-01-08 19:00:00,17.5,0.0,7.0,180.66,168.06,19,0,1,1,258.12097762528083,112.87641281464093,157.08638953435036,0,0,179.1373906825843,0
2024-01-08 20:00:00,17.2,0.0,8.3,180.66,168.06,20,0,1,1,179.1373906825843,99.75767884609678,143.77909577010624,0,0,106.47403998147976,0
2024-01-08 21:00:00,16.6,0.0,8.7,180.66,168.06,21,0,1,1,106.47403998147976,62.782136561237,76.33694212028709,0,0,55.56446686791169,0
2024-01-08 22:00:00,16.0,0.1,7.8,180.66,168.06,22,0,1,1,55.56446686791169,48.39049863576826,51.09559648976406,0,0,42.844224061084475,0
2024-01-08 23:00:00,15.9,0.0,7.6,180.66,168.06,23,0,1,1,42.844224061084475,58.816631789481924,16.884486729256572,0,0,53.96533976733805,0
2024-01-09 00:00:00,15.8,0.0,8.3,180.66,168.06,0,1,1,1,53.96533976733805,26.071919094195554,24.176136769117868,0,0,36.54035225921129,0
2024-01-09 01:00:00,15.1,0.0,7.1,180.66,168.06,1,1,1,1,36.54035225921129,7.806616583982292,23.80520875597865,0,0,1.8333424120862816,0
2024-01-09 02:00:00,14.7,0.0,6.6,180.66,168.06,2,1,1,1,1.8333424120862816,5.603712012457166,3.33152772927469,0,0,24.85429276550917,0
2024-01-09 03:00:00,14.5,0.0,7.2,180.66,168.06,3,1,1,1,24.85429276550917,6.799508680587641,28.10099940419414,0,0,28.29605395690241,0
2024-01-09 04:00:00,14.9,0.0,8.8,180.66,168.06,4,1,1,1,28.29605395690241,38.8199663664845,34.26620905418359,0,0,29.749163542887917,0
2024-01-09 05:00:00,17.8,0.0,10.1,180.66,168.06,5,1,1,1,29.749163542887917,155.80076789126628,160.30925112847547,0,0,167.82825635206126,0
2024-01-09 06:00:00,19.9,0.0,17.7,180.66,168.06,6,1,1,1,167.82825635206126,254.93214693140652,265.30736379643037,0,0,276.50135656235216,0
2024-01-09 07:00:00,21.2,0.0,16.6,180.66,168.06,7,1,1,1,276.50135656235216,313.95209807866746,360.13542390570643,0,0,312.12448447270924,0
2024-01-09 08:00:00,22.8,0.0,14.0,180.66,168.06,8,1,1,1,312.12448447270924,280.7071488638864,307.8589919323698,0,0,314.42863972487646,0
2024-01-09 09:00:00,23.5,0.0,11.2,180.66,168.06,9,1,1,1,314.42863972487646,223.93697400052804,202.8950981042321,0,0,229.5438947044519,0
2024-01-09 10:00:00,24.8,0.0,9.7,180.66,168.06,10,1,1,1,229.5438947044519,145.97195626151677,178.38697098456822,0,0,182.90590366254855,0
2024-01-09 11:00:00,25.9,0.0,10.3,180.66,168.06,11,1,1,1,182.90590366254855,174.36316551024822,123.22889351698439,0,0,160.38679963844857,0
2024-01-09 12:00:00,25.6,0.1,13.5,180.66,168.06,12,1,1,1,160.38679963844857,150.3991034009931,157.42764875494365,0,0,131.96020538523217,0
2024-01-09 13:00:00,24.7,0.0,9.5,180.66,168.06,13,1,1,1,131.96020538523217,146.37678024388515,144.25032048349883,0,0,161.14091981023816,0
2024-01-09 14:00:00,23.8,0.1,11.8,180.66,168.06,14,1,1,1,161.14091981023816,162.94452777761552,176.50126444901719,0,0,206.75708895947471,0
2024-01-09 15:00:00,22.0,0.2,9.2,180.66,168.06,15,1,1,1,206.75708895947471,208.1821978584068,223.2496279823795,0,0,228.78137666430115,0
2024-01-09 16:00:00,20.3,0.0,10.2,180.66,168.06,16,1,1,1,228.78137666430115,246.8175152123453,287.0507086974681,0,0,283.9132398174746,0
2024-01-09 17:00:00,19.0,0.0,10.2,180.66,168.06,17,1,1,1,283.9132398174746,312.1157893897061,332.86387125305237,0,0,393.17614827255255,0
2024-01-09 18:00:00,18.2,0.0,9.2,180.66,168.06,18,1,1,1,393.17614827255255,258.12097762528083,273.1933101570003,0,0,284.81924942723373,0
2024-01-09 19:00:00,17.5,0.0,10.1,180.66,168.06,19,1,1,1,284.81924942723373,179.1373906825843,193.16493596500734,0,0,216.82474737808542,0
2024-01-09 20:00:00,17.0,0.0,9.9,180.66,168.06,20,1,1,1,216.82474737808542,106.47403998147976,108.04546320426799,0,0,147.7453333482969,0
2024-01-09 21:00:00,16.4,0.0,8.3,180.66,168.06,21,1,1,1,147.7453333482969,55.56446686791169,76.34332460479223,0,0,98.74658179282386,0
2024-01-09 22:00:00,16.1,0.0,10.1,180.66,168.06,22,1,1,1,98.74658179282386,42.844224061084475,47.5403917266938,0,0,49.99637595593948,0
2024-01-09 23:00:00,15.8,0.0,8.8,180.66,168.06,23,1,1,1,49.99637595593948,53.96533976733805,61.16218606086015,0,0,56.40284294519393,0
2024-01-10 00:00:00,15.9,0.0,7.5,180.66,168.06,0,2,1,1,56.40284294519393,36.54035225921129,37.09090865424499,0,0,19.033239605957352,0
2024-01-10 01:00:00,15.1,0.0,8.2,180.66,168.06,1,2,1,1,19.033239605957352,1.8333424120862816,0.0,0,0,17.205636754847937,0
2024-01-10 02:00:00,15.1,0.0,7.6,180.66,168.06,2,2,1,1,17.205636754847937,24.85429276550917,26.26866192162076,0,0,13.173174078485314,0
2024-01-10 03:00:00,14.6,0.0,5.7,180.66,168.06,3,2,1,1,13.173174078485314,28.29605395690241,14.762950233551186,0,0,22.37619705010364,0
2024-01-10 04:00:00,15.1,0.0,4.9,180.66,168.06,4,2,1,1,22.37619705010364,29.749163542887917,31.038693861828982,0,0,79.64936451593377,0
2024-01-10 05:00:00,17.7,0.0,4.9,180.66,168.06,5,2,1,1,79.64936451593377,167.82825635206126,167.50375411540864,0,0,127.5638277445261,0
2024-01-10 06:00:00,19.5,0.0,7.7,180.66,168.06,6,2,1,1,127.5638277445261,276.50135656235216,279.3601361574519,0,0,274.2321786356243,0
2024-01-10 07:00:00,21.4,0.0,9.2,180.66,168.06,7,2,1,1,274.2321786356243,312.12448447270924,330.26884293029605,0,0,289.5525679268298,0
2024-01-10 08:00:00,22.7,0.0,11.2,180.66,168.06,8,2,1,1,289.5525679268298,314.42863972487646,280.5331608184046,0,0,287.01311876303754,0
2024-01-10 09:00:00,24.1,0.0,12.8,180.66,168.06,9,2,1,1,287.01311876303754,229.5438947044519,205.0895809989726,0,0,228.1459202267987,0
2024-01-10 10:00:00,24.6,0.2,11.2,180.66,168.06,10,2,1,1,228.1459202267987,182.90590366254855,162.95425744638257,0,0,158.90175777724232,0
2024-01-10 11:00:00,24.5,0.2,10.4,180.66,168.06,11,2,1,1,158.90175777724232,160.38679963844857,152.39663106035073,0,0,119.32537978796645,0
2024-01-10 12:00:00,24.6,0.3,12.7,180.66,168.06,12,2,1,1,119.32537978796645,131.96020538523217,139.30017345414322,0,0,135.72964916120313,0
2024-01-10 13:00:00,23.0,0.2,9.1,180.66,168.06,13,2,1,1,135.72964916120313,161.14091981023816,165.07288009944773,0,0,179.40876886560883,0
2024-01-10 14:00:00,21.2,1.1,6.8,180.66,168.06,14,2,1,1,179.40876886560883,206.75708895947471,171.14620799051963,0,0,177.58096029462286,0
2024-01-10 15:00:00,20.8,0.2,3.0,180.66,168.06,15,2,1,1,177.58096029462286,228.78137666430115,190.6987381016655,0,0,213.99036574321292,0
2024-01-10 16:00:00,19.3,0.2,4.0,180.66,168.06,16,2,1,1,213.99036574321292,283.9132398174746,275.81555770992134,0,0,263.83747154912066,0
2024-01-10 17:00:00,18.8,0.1,2.3,180.66,168.06,17,2,1,1,263.83747154912066,393.17614827255255,337.1635114209008,0,0,305.1459751373803,0
2024-01-10 18:00:00,17.2,0.0,3.1,180.66,168.06,18,2,1,1,305.1459751373803,284.81924942723373,261.4645990287712,0,0,297.8820501264579,0
2024-01-10 19:00:00,17.5,0.0,4.8,180.66,168.06,19,2,1,1,297.8820501264579,216.82474737808542,205.3772947638196,0,0,199.7155125236366,0
2024-01-10 20:00:00,16.4,0.0,4.7,180.66,168.06,20,2,1,1,199.7155125236366,147.7453333482969,131.93108153795848,0,0,93.43060857132684,0
2024-01-10 21:00:00,16.0,0.0,5.9,180.66,168.06,21,2,1,1,93.43060857132684,98.74658179282386,73.57592821831715,0,0,87.21647938474543,0
2024-01-10 22:00:00,15.2,0.0,4.7,180.66,168.06,22,2,1,1,87.21647938474543,49.99637595593948,58.38996571420241,0,0,41.882611456256946,0
2024-01-10 23:00:00,14.9,0.0,4.7,180.66,168.06,23,2,1,1,41.882611456256946,56.40284294519393,66.97480147705393,0,0,55.92581316886695,0
2024-01-11 00:00:00,15.4,0.0,6.2,180.66,168.06,0,3,1,1,55.92581316886695,19.033239605957352,33.94495084766541,0,0,21.72926353499468,0
2024-01-11 01:00:00,16.2,0.0,3.9,180.66,168.06,1,3,1,1,21.72926353499468,17.205636754847937,48.40268487193681,0,0,21.196711714211887,0
2024-01-11 02:00:00,15.2,0.0,4.6,180.66,168.06,2,3,1,1,21.196711714211887,13.173174078485314,0.0,0,0,31.251282776532324,0
2024-01-11 03:00:00,15.1,0.0,4.7,180.66,168.06,3,3,1,1,31.251282776532324,22.37619705010364,36.35224458435172,0,0,37.104482388871205,0
2024-01-11 04:00:00,15.6,0.0,3.4,180.66,168.06,4,3,1,1,37.104482388871205,79.64936451593377,47.44721270296917,0,0,26.64251090048226,0
2024-01-11 05:00:00,17.6,0.0,4.4,180.66,168.06,5,3,1,1,26.64251090048226,127.5638277445261,167.77983373087454,0,0,167.50966720456952,0
2024-01-11 06:00:00,19.0,0.0,5.2,180.66,168.06,6,3,1,1,167.50966720456952,274.2321786356243,289.2071069469752,0,0,280.52220246560006,0
2024-01-11 07:00:00,19.8,0.0,4.3,180.66,168.06,7,3,1,1,280.52220246560006,289.5525679268298,313.0151510501489,0,0,335.2736214263864,0
2024-01-11 08:00:00,22.0,0.0,2.4,180.66,168.06,8,3,1,1,335.2736214263864,287.01311876303754,318.68053878137226,0,0,351.45841350760026,0
2024-01-11 09:00:00,23.6,0.0,4.6,180.66,168.06,9,3,1,1,351.45841350760026,228.1459202267987,235.96857783791077,0,0,237.15281508861202,0
2024-01-11 10:00:00,25.3,0.0,6.3,180.66,168.06,10,3,1,1,237.15281508861202,158.90175777724232,196.6087792099215,0,0,152.47977474332765,0
2024-01-11 11:00:00,24.6,0.0,4.7,180.66,168.06,11,3,1,1,152.47977474332765,119.32537978796645,141.2049832512125,0,0,164.7701300936393,0
2024-01-11 12:00:00,22.5,1.0,12.3,180.66,168.06,12,3,1,1,164.7701300936393,135.72964916120313,148.00505202104603,0,0,195.83805093539894,0
2024-01-11 13:00:00,22.2,0.1,12.9,180.66,168.06,13,3,1,1,195.83805093539894,179.40876886560883,175.9991001500156,0,0,201.2168280942326,0
2024-01-11 14:00:00,21.5,0.1,6.9,180.66,168.06,14,3,1,1,201.2168280942326,177.58096029462286,222.00895531108435,0,0,182.87336712895836,0
2024-01-11 15:00:00,21.0,0.0,8.4,180.66,168.06,15,3,1,1,182.87336712895836,213.99036574321292,235.5084335442294,0,0,222.7259293760986,0
2024-01-11 16:00:00,18.8,0.0,4.8,180.66,168.06,16,3,1,1,222.7259293760986,263.83747154912066,279.12337663782404,0,0,308.7825691146033,0
2024-01-11 17:00:00,17.4,0.0,3.7,180.66,168.06,17,3,1,1,308.7825691146033,305.1459751373803,353.5894197826345,0,0,334.39199027904175,0
2024-01-11 18:00:00,17.4,0.0,3.6,180.66,168.06,18,3,1,1,334.39199027904175,297.8820501264579,289.29336775691695,0,0,295.4284987007191,0
2024-01-11 19:00:00,16.8,0.0,4.1,180.66,168.06,19,3,1,1,295.4284987007191,199.7155125236366,222.8727825792307,0,0,220.09193028721324,0
2024-01-11 20:00:00,16.1,0.2,6.8,180.66,168.06,20,3,1,1,220.09193028721324,93.43060857132684,126.71450427090804,0,0,123.31058772804943,0
2024-01-11 21:00:00,16.2,0.0,6.0,180.66,168.06,21,3,1,1,123.31058772804943,87.21647938474543,86.75379105924486,0,0,91.2671553582464,0
2024-01-11 22:00:00,16.5,0.0,6.1,180.66,168.06,22,3,1,1,91.2671553582464,41.882611456256946,51.18199848319201,0,0,5.058341267629167,0
2024-01-11 23:00:00,16.8,0.1,7.4,180.66,168.06,23,3,1,1,5.058341267629167,55.92581316886695,22.290460644364867,0,0,29.496503941373145,0
2024-01-12 00:00:00,16.4,0.0,8.2,180.66,168.06,0,4,1,1,29.496503941373145,21.72926353499468,40.84079393678262,0,0,32.00251679837707,0
2024-01-12 01:00:00,16.1,0.0,5.4,180.66,168.06,1,4,1,1,32.00251679837707,21.196711714211887,28.259737586304695,0,0,3.8224519226243316,0
2024-01-12 02:00:00,15.9,0.0,5.1,180.66,168.06,2,4,1,1,3.8224519226243316,31.251282776532324,24.10726594897129,0,0,50.5515332475172,0
2024-01-12 03:00:00,14.7,0.0,6.6,180.66,168.06,3,4,1,1,50.5515332475172,37.104482388871205,20.218296499371363,0,0,0.8638215201724151,0
2024-01-12 04:00:00,16.0,0.0,3.3,180.66,168.06,4,4,1,1,0.8638215201724151,26.64251090048226,25.085236602452678,0,0,40.99426599306446,0
2024-01-12 05:00:00,18.3,0.0,4.4,180.66,168.06,5,4,1,1,40.99426599306446,167.50966720456952,173.35761105223654,0,0,182.62243753475818,0
2024-01-12 06:00:00,19.5,0.0,2.4,180.66,168.06,6,4,1,1,182.62243753475818,280.52220246560006,294.7435012479358,0,0,324.219064201739,0
2024-01-12 07:00:00,19.8,0.0,3.8,180.66,168.06,7,4,1,1,324.219064201739,335.2736214263864,347.3481860391079,0,0,337.70670229711675,0
2024-01-12 08:00:00,20.9,0.0,4.8,180.66,168.06,8,4,1,1,337.70670229711675,351.45841350760026,333.72350864473736,0,0,355.80719041404103,0
2024-01-12 09:00:00,22.9,0.0,4.6,180.66,168.06,9,4,1,1,355.80719041404103,237.15281508861202,246.79847214412376,0,0,240.8343784759532,0
2024-01-12 10:00:00,23.5,0.0,5.1,180.66,168.06,10,4,1,1,240.8343784759532,152.47977474332765,210.78428636733042,0,0,164.5769948054998,0
2024-01-12 11:00:00,23.7,0.0,6.5,180.66,168.06,11,4,1,1,164.5769948054998,164.7701300936393,158.99037397230333,0,0,163.93172645996023,0
2024-01-12 12:00:00,24.9,0.0,6.6,180.66,168.06,12,4,1,1,163.93172645996023,195.83805093539894,172.34869619355803,0,0,171.69744830656788,0
2024-01-12 13:00:00,25.2,0.1,3.6,180.66,168.06,13,4,1,1,171.69744830656788,201.2168280942326,190.98659900961607,0,0,182.7965969662384,0
2024-01-12 14:00:00,23.3,0.3,7.2,180.66,168.06,14,4,1,1,182.7965969662384,182.87336712895836,185.08805303654066,0,0,217.73400754744347,0
2024-01-12 15:00:00,20.7,0.7,8.3,180.66,168.06,15,4,1,1,217.73400754744347,222.7259293760986,239.8128694398254,0,0,234.4169188097967,0
2024-01-12 16:00:00,19.1,0.0,5.6,180.66,168.06,16,4,1,1,234.4169188097967,308.7825691146033,301.280989249094,0,0,302.6771802137128,0
2024-01-12 17:00:00,19.0,0.0,3.6,180.66,168.06,17,4,1,1,302.6771802137128,334.39199027904175,400.32888630188876,0,0,371.74512499782713,0
2024-01-12 18:00:00,17.8,0.0,2.9,180.66,168.06,18,4,1,1,371.74512499782713,295.4284987007191,297.1828793459818,0,0,326.56742368970333,0
2024-01-12 19:00:00,16.9,0.0,3.3,180.66,168.06,19,4,1,1,326.56742368970333,220.09193028721324,221.11112264341511,0,0,196.5188539474881,0
2024-01-12 20:00:00,16.4,0.1,4.1,180.66,168.06,20,4,1,1,196.5188539474881,123.31058772804943,143.58264931946604,0,0,179.00794303084774,0
2024-01-12 21:00:00,17.2,0.0,2.9,180.66,168.06,21,4,1,1,179.00794303084774,91.2671553582464,77.13625566788436,0,0,64.59612304581461,0
2024-01-12 22:00:00,15.6,0.0,3.6,180.66,168.06,22,4,1,1,64.59612304581461,5.058341267629167,78.60223664075778,0,0,57.704484750613844,0
2024-01-12 23:00:00,16.2,0.4,3.7,180.66,168.06,23,4,1,1,57.704484750613844,29.496503941373145,60.24817953612,0,0,57.678693877151716,0
2024-01-13 00:00:00,16.5,1.3,1.3,180.66,168.06,0,5,1,1,57.678693877151716,32.00251679837707,36.86430341586763,0,0,28.63180208653015,1
2024-01-13 01:00:00,16.1,0.2,0.8,180.66,168.06,1,5,1,1,28.63180208653015,3.8224519226243316,1.2660966174813506,0,0,5.945756330845347,1
2024-01-13 02:00:00,16.0,0.1,2.8,180.66,168.06,2,5,1,1,5.945756330845347,50.5515332475172,38.779580619288424,0,0,12.67197396478179,1
2024-01-13 03:00:00,15.8,0.1,8.4,180.66,168.06,3,5,1,1,12.67197396478179,0.8638215201724151,0.0,0,0,8.050022471005335,1
2024-01-13 04:00:00,15.4,0.0,8.7,180.66,168.06,4,5,1,1,8.050022471005335,40.99426599306446,41.561840043405574,0,0,22.5351964469969,1
2024-01-13 05:00:00,16.8,0.6,2.9,180.66,168.06,5,5,1,1,22.5351964469969,182.62243753475818,155.69046377839987,0,0,134.14873913441,1
2024-01-13 06:00:00,17.6,0.1,6.2,180.66,168.06,6,5,1,1,134.14873913441,324.219064201739,184.18242602907912,0,0,206.39991408723807,1
2024-01-13 07:00:00,18.5,0.0,4.9,180.66,168.06,7,5,1,1,206.39991408723807,337.70670229711675,231.11602463207896,0,0,229.48715474862522,1
2024-01-13 08:00:00,20.4,0.0,0.8,180.66,168.06,8,5,1,1,229.48715474862522,355.80719041404103,225.90031593714346,0,0,239.27586644969944,1
2024-01-13 09:00:00,20.5,0.0,1.9,180.66,168.06,9,5,1,1,239.27586644969944,240.8343784759532,152.03400174194525,0,0,165.47178936992248,1
2024-01-13 10:00:00,20.9,0.0,3.1,180.66,168.06,10,5,1,1,165.47178936992248,164.5769948054998,94.99350129516796,0,0,133.55265944716967,1
2024-01-13 11:00:00,22.3,0.0,3.0,180.66,168.06,11,5,1,1,133.55265944716967,163.93172645996023,105.24403045934766,0,0,114.53122389206179,1
2024-01-13 12:00:00,21.2,0.8,5.4,180.66,168.06,12,5,1,1,114.53122389206179,171.69744830656788,94.90665942825505,0,0,98.89040612367201,1
2024-01-13 13:00:00,20.6,0.0,2.6,180.66,168.06,13,5,1,1,98.89040612367201,182.7965969662384,135.84572143988493,0,0,119.30032680381548,1
2024-01-13 14:00:00,20.9,0.0,3.1,180.66,168.06,14,5,1,1,119.30032680381548,217.73400754744347,129.26528241565288,0,0,156.56176892453857,1
2024-01-13 15:00:00,20.4,0.0,5.4,180.66,168.06,15,5,1,1,156.56176892453857,234.4169188097967,185.34910116195786,0,0,170.388893940097,1
2024-01-13 16:00:00,19.1,0.0,5.6,180.66,168.06,16,5,1,1,170.388893940097,302.6771802137128,187.54544395865048,0,0,200.2684816271899,1
2024-01-13 17:00:00,18.0,0.0,3.7,180.66,168.06,17,5,1,1,200.2684816271899,371.74512499782713,235.0785813046241,0,0,242.63266622342476,1
2024-01-13 18:00:00,17.7,0.0,3.4,180.66,168.06,18,5,1,1,242.63266622342476,326.56742368970333,213.4518955439896,0,0,221.33678774421287,1
2024-01-13 19:00:00,17.6,0.0,3.4,180.66,168.06,19,5,1,1,221.33678774421287,196.5188539474881,124.21239136950105,0,0,134.8396485982464,1
2024-01-13 20:00:00,17.3,0.0,3.8,180.66,168.06,20,5,1,1,134.8396485982464,179.00794303084774,99.81189261812206,0,0,105.16790657995031,1
2024-01-13 21:00:00,17.0,0.2,3.3,180.66,168.06,21,5,1,1,105.16790657995031,64.59612304581461,85.28846249094144,0,0,60.91400020562323,1
2024-01-13 22:00:00,17.1,0.5,3.7,180.66,168.06,22,5,1,1,60.91400020562323,57.704484750613844,13.970375080181089,0,0,36.58979823087377,1
2024-01-13 23:00:00,17.2,0.5,3.2,180.66,168.06,23,5,1,1,36.58979823087377,57.678693877151716,35.03605771737351,0,0,49.9240783152077,1
2024-01-14 00:00:00,17.0,0.5,5.7,180.66,168.06,0,6,1,1,49.9240783152077,28.63180208653015,25.24830991295046,0,0,34.460899752274756,1
2024-01-14 01:00:00,16.1,0.0,5.2,180.66,168.06,1,6,1,1,34.460899752274756,5.945756330845347,26.70577887766338,0,0,27.24468393414194,1
2024-01-14 02:00:00,15.6,0.0,4.1,180.66,168.06,2,6,1,1,27.24468393414194,12.67197396478179,0.0,0,0,35.22652943824002,1
2024-01-14 03:00:00,15.7,0.0,2.5,180.66,168.06,3,6,1,1,35.22652943824002,8.050022471005335,0.0,0,0,14.386848153674283,1
2024-01-14 04:00:00,16.0,0.0,2.7,180.66,168.06,4,6,1,1,14.386848153674283,22.5351964469969,36.510657664831264,0,0,39.15634774086872,1
2024-01-14 05:00:00,18.8,0.0,3.1,180.66,168.06,5,6,1,1,39.15634774086872,134.14873913441,109.97785611679596,0,0,100.31171493708459,1
2024-01-14 06:00:00,20.6,0.0,5.4,180.66,168.06,6,6,1,1,100.31171493708459,206.39991408723807,179.32988888605237,0,0,180.83531498368217,1
2024-01-14 07:00:00,22.4,0.1,7.6,180.66,168.06,7,6,1,1,180.83531498368217,229.48715474862522,215.9398600417658,0,0,208.57966190757043,1
2024-01-14 08:00:00,23.4,0.0,7.4,180.66,168.06,8,6,1,1,208.57966190757043,239.27586644969944,185.264810139849,0,0,198.21875297026534,1
2024-01-14 09:00:00,24.0,0.0,7.1,180.66,168.06,9,6,1,1,198.21875297026534,165.47178936992248,143.98080720382447,0,0,150.1167536214655,1
2024-01-14 10:00:00,25.1,0.0,6.0,180.66,168.06,10,6,1,1,150.1167536214655,133.55265944716967,109.91438349027928,0,0,92.07052828684631,1
2024-01-14 11:00:00,24.1,0.0,8.6,180.66,168.06,11,6,1,1,92.07052828684631,114.53122389206179,79.54839053990416,0,0,125.24697035951098,1
2024-01-14 12:00:00,20.5,9.1,13.8,180.66,168.06,12,6,1,1,125.24697035951098,98.89040612367201,128.41970854151705,0,0,82.0006241269796,1
2024-01-14 13:00:00,24.1,0.1,5.0,180.66,168.06,13,6,1,1,82.0006241269796,119.30032680381548,119.85772448725353,0,0,92.66927176586452,1
2024-01-14 14:00:00,23.0,0.2,7.3,180.66,168.06,14,6,1,1,92.66927176586452,156.56176892453857,106.86335109535132,0,0,145.2041984385325,1
2024-01-14 15:00:00,20.0,0.7,5.6,180.66,168.06,15,6,1,1,145.2041984385325,170.388893940097,150.86476770248058,0,0,153.30491657723786,1
2024-01-14 16:00:00,18.0,0.1,8.3,180.66,168.06,16,6,1,1,153.30491657723786,200.2684816271899,159.45231461480256,0,0,185.7018439309169,1
2024-01-14 17:00:00,17.6,0.0,4.3,180.66,168.06,17,6,1,1,185.7018439309169,242.63266622342476,223.0888682084818,0,0,220.88559261729023,1
2024-01-14 18:00:00,17.0,0.0,3.3,180.66,168.06,18,6,1,1,220.88559261729023,221.33678774421287,194.06320167682856,0,0,175.37725429731702,1
2024-01-14 19:00:00,16.3,0.0,3.4,180.66,168.06,19,6,1,1,175.37725429731702,134.8396485982464,112.87641281464093,0,0,111.85737753612057,1
2024-01-14 20:00:00,16.3,0.0,5.5,180.66,168.06,20,6,1,1,111.85737753612057,105.16790657995031,99.75767884609678,0,0,85.50633006127676,1
2024-01-14 21:00:00,15.8,0.0,4.7,180.66,168.06,21,6,1,1,85.50633006127676,60.91400020562323,62.782136561237,0,0,45.19784269482379,1
2024-01-14 22:00:00,15.4,0.0,5.6,180.66,168.06,22,6,1,1,45.19784269482379,36.58979823087377,48.39049863576826,0,0,50.935805303213264,1
2024-01-14 23:00:00,15.9,0.0,5.9,180.66,168.06,23,6,1,1,50.935805303213264,49.9240783152077,58.816631789481924,0,0,25.706251789110052,1
2024-01-15 00:00:00,15.8,0.0,6.5,180.66,168.06,0,0,1,1,25.706251789110052,34.460899752274756,26.071919094195554,0,0,16.713231588295788,0
2024-01-15 01:00:00,15.6,0.1,7.9,180.66,168.06,1,0,1,1,16.713231588295788,27.24468393414194,7.806616583982292,0,0,14.85663224524065,0
2024-01-15 02:00:00,15.4,0.0,7.4,180.66,168.06,2,0,1,1,14.85663224524065,35.22652943824002,5.603712012457166,0,0,26.77040154372026,0
2024-01-15 03:00:00,14.9,0.0,6.5,180.66,168.06,3,0,1,1,26.77040154372026,14.386848153674283,6.799508680587641,0,0,10.924861180128303,0
2024-01-15 04:00:00,15.7,0.0,8.4,180.66,168.06,4,0,1,1,10.924861180128303,39.15634774086872,38.8199663664845,0,0,26.80183836633345,0
2024-01-15 05:00:00,18.1,0.0,7.6,180.66,168.06,5,0,1,1,26.80183836633345,100.31171493708459,155.80076789126628,0,0,154.48529508162449,0
